month,fuel,energy_MWh,year
2017-12,solar,2139.04,2017
2017-12,wind,156682.292,2017
2018-01,bio,11484.583,2018
2018-01,coal,769248.515,2018
2018-01,distillate,3.948,2018
2018-01,gas,613174.376,2018
2018-01,solar,2120.377,2018
2018-01,wind,178868.28399999999,2018
2018-02,bio,10010.512999999999,2018
2018-02,coal,722550.066,2018
2018-02,distillate,4.5,2018
2018-02,gas,540430.002,2018
2018-02,solar,1923.235,2018
2018-02,wind,133061.396,2018
2018-03,bio,12047.546999999999,2018
2018-03,coal,784343.951,2018
2018-03,distillate,16.603,2018
2018-03,gas,608726.6749999999,2018
2018-03,solar,1797.915,2018
2018-03,wind,159098.78100000002,2018
2018-04,bio,11402.214,2018
2018-04,coal,741950.2690000001,2018
2018-04,distillate,46.644,2018
2018-04,gas,555163.509,2018
2018-04,solar,1274.698,2018
2018-04,wind,98087.4,2018
2018-05,bio,11798.899000000001,2018
2018-05,coal,734886.6529999999,2018
2018-05,distillate,12.9,2018
2018-05,gas,597259.587,2018
2018-05,solar,1544.645,2018
2018-05,wind,149079.868,2018
2018-06,bio,11681.145,2018
2018-06,coal,738539.391,2018
2018-06,distillate,674.9269999999999,2018
2018-06,gas,736591.312,2018
2018-06,solar,1262.359,2018
2018-06,wind,88948.973,2018
2018-07,bio,11508.964,2018
2018-07,coal,741168.41,2018
2018-07,distillate,16.743,2018
2018-07,gas,695809.27,2018
2018-07,solar,1247.052,2018
2018-07,wind,130625.44599999998,2018
2018-08,bio,11093.241999999998,2018
2018-08,coal,746538.945,2018
2018-08,distillate,507.227,2018
2018-08,gas,691868.238,2018
2018-08,solar,1536.53,2018
2018-08,wind,134839.859,2018
2018-09,bio,10304.584,2018
2018-09,coal,617928.4230000001,2018
2018-09,distillate,8.524000000000001,2018
2018-09,gas,655581.2,2018
2018-09,solar,1932.901,2018
2018-09,wind,109417.449,2018
2018-10,bio,10923.744999999999,2018
2018-10,coal,567930.65,2018
2018-10,distillate,763.962,2018
2018-10,gas,643500.669,2018
2018-10,solar,2209.498,2018
2018-10,wind,122885.23,2018
2018-11,bio,10781.475,2018
2018-11,coal,549107.737,2018
2018-11,distillate,12.808,2018
2018-11,gas,563196.258,2018
2018-11,solar,2628.0020000000004,2018
2018-11,wind,141926.588,2018
2018-12,bio,10373.936,2018
2018-12,coal,647729.224,2018
2018-12,distillate,140.191,2018
2018-12,gas,610815.374,2018
2018-12,solar,4608.58,2018
2018-12,wind,147217.854,2018
2019-01,bio,10219.694,2019
2019-01,coal,695025.23,2019
2019-01,distillate,0.192,2019
2019-01,gas,586015.371,2019
2019-01,solar,4988.898,2019
2019-01,wind,184159.465,2019
2019-02,bio,9152.936000000002,2019
2019-02,coal,689301.53,2019
2019-02,distillate,0.096,2019
2019-02,gas,559532.502,2019
2019-02,solar,4361.76,2019
2019-02,wind,169035.42,2019
2019-03,bio,10004.054,2019
2019-03,coal,639576.645,2019
2019-03,distillate,822.0939999999999,2019
2019-03,gas,654717.436,2019
2019-03,solar,3968.003,2019
2019-03,wind,176176.052,2019
2019-04,bio,9468.054,2019
2019-04,coal,628032.681,2019
2019-04,distillate,157.409,2019
2019-04,gas,541698.149,2019
2019-04,solar,3174.0519999999997,2019
2019-04,wind,172636.44400000002,2019
2019-05,bio,8625.204,2019
2019-05,coal,726099.924,2019
2019-05,distillate,848.584,2019
2019-05,gas,577495.7440000001,2019
2019-05,solar,3188.706,2019
2019-05,wind,176231.263,2019
2019-06,bio,8855.254,2019
2019-06,coal,696210.115,2019
2019-06,distillate,3.492,2019
2019-06,gas,638882.055,2019
2019-06,solar,2244.583,2019
2019-06,wind,176577.771,2019
2019-07,bio,9572.326000000001,2019
2019-07,coal,734246.85,2019
2019-07,distillate,0.0,2019
2019-07,gas,657939.649,2019
2019-07,solar,2724.37,2019
2019-07,wind,142979.23200000002,2019
2019-08,bio,9579.766,2019
2019-08,coal,658274.8030000001,2019
2019-08,distillate,0.0,2019
2019-08,gas,670147.708,2019
2019-08,solar,3280.6769999999997,2019
2019-08,wind,179727.371,2019
2019-09,bio,9044.683,2019
2019-09,coal,576001.496,2019
2019-09,distillate,3.4460000000000006,2019
2019-09,gas,603669.2390000001,2019
2019-09,solar,3927.249,2019
2019-09,wind,151983.069,2019
2019-10,bio,9312.77,2019
2019-10,coal,570019.2930000001,2019
2019-10,distillate,4.729,2019
2019-10,gas,585490.339,2019
2019-10,solar,4898.145,2019
2019-10,wind,187792.103,2019
2019-11,bio,8992.363,2019
2019-11,coal,560860.73,2019
2019-11,distillate,589.595,2019
2019-11,gas,557480.68,2019
2019-11,solar,5312.662,2019
2019-11,wind,224822.645,2019
2019-12,bio,8977.214,2019
2019-12,coal,779353.084,2019
2019-12,distillate,0.0,2019
2019-12,gas,653428.7050000001,2019
2019-12,solar,5340.5109999999995,2019
2019-12,wind,193473.757,2019
2020-01,bio,8713.393,2020
2020-01,coal,678438.768,2020
2020-01,distillate,0.0,2020
2020-01,gas,622773.002,2020
2020-01,solar,5535.354,2020
2020-01,wind,211481.36800000002,2020
2020-02,bio,8437.738000000001,2020
2020-02,coal,708327.819,2020
2020-02,distillate,6.72,2020
2020-02,gas,699837.642,2020
2020-02,solar,3904.7709999999997,2020
2020-02,wind,179172.657,2020
2020-03,bio,8801.871,2020
2020-03,coal,649733.921,2020
2020-03,distillate,49.672,2020
2020-03,gas,654228.298,2020
2020-03,solar,2682.337,2020
2020-03,wind,176449.668,2020
2020-04,bio,8483.241,2020
2020-04,coal,615177.177,2020
2020-04,distillate,3.384,2020
2020-04,gas,586138.229,2020
2020-04,solar,2697.34,2020
2020-04,wind,131191.469,2020
2020-05,bio,8502.396,2020
2020-05,coal,529432.091,2020
2020-05,distillate,2451.504,2020
2020-05,gas,725463.142,2020
2020-05,solar,1542.38,2020
2020-05,wind,172564.825,2020
2020-06,bio,8044.112,2020
2020-06,coal,619701.921,2020
2020-06,distillate,24.487,2020
2020-06,gas,663179.848,2020
2020-06,solar,3108.698,2020
2020-06,wind,160077.869,2020
2020-07,bio,8144.433,2020
2020-07,coal,748438.74,2020
2020-07,distillate,5.28,2020
2020-07,gas,587614.264,2020
2020-07,solar,7896.882,2020
2020-07,wind,171567.795,2020
2020-08,bio,8381.594000000001,2020
2020-08,coal,664728.334,2020
2020-08,distillate,24.103,2020
2020-08,gas,603630.797,2020
2020-08,solar,15771.04,2020
2020-08,wind,219201.65,2020
2020-09,bio,8198.178,2020
2020-09,coal,466871.081,2020
2020-09,distillate,3804.1859999999997,2020
2020-09,gas,598516.032,2020
2020-09,solar,13861.102,2020
2020-09,wind,235584.667,2020
2020-10,bio,8774.535,2020
2020-10,coal,451984.549,2020
2020-10,distillate,16.752,2020
2020-10,gas,553565.729,2020
2020-10,solar,25432.933,2020
2020-10,wind,269106.09,2020
2020-11,bio,8315.153,2020
2020-11,coal,497051.04099999997,2020
2020-11,distillate,64.701,2020
2020-11,gas,467893.31,2020
2020-11,solar,28245.364999999998,2020
2020-11,wind,262076.98700000002,2020
2020-12,bio,8375.244999999999,2020
2020-12,coal,550213.705,2020
2020-12,distillate,0.0,2020
2020-12,gas,578782.458,2020
2020-12,solar,40279.383,2020
2020-12,wind,345604.904,2020
2021-01,bio,8082.877,2021
2021-01,coal,633258.518,2021
2021-01,distillate,0.0,2021
2021-01,gas,573145.602,2021
2021-01,solar,44877.77,2021
2021-01,wind,377807.52599999995,2021
2021-02,bio,7602.641,2021
2021-02,coal,554937.459,2021
2021-02,distillate,6.902,2021
2021-02,gas,459824.517,2021
2021-02,solar,34785.855,2021
2021-02,wind,340981.079,2021
2021-03,bio,8482.015,2021
2021-03,coal,660992.64,2021
2021-03,distillate,1.49,2021
2021-03,gas,529268.932,2021
2021-03,solar,35731.981,2021
2021-03,wind,297280.522,2021
2021-04,bio,7891.787,2021
2021-04,coal,653361.073,2021
2021-04,distillate,235.115,2021
2021-04,gas,525966.7880000001,2021
2021-04,solar,22564.517,2021
2021-04,wind,157608.631,2021
2021-05,bio,7588.494000000001,2021
2021-05,coal,629187.1660000001,2021
2021-05,distillate,1605.8429999999998,2021
2021-05,gas,588260.832,2021
2021-05,solar,15103.609,2021
2021-05,wind,235292.086,2021
2021-06,bio,6849.802,2021
2021-06,coal,787459.126,2021
2021-06,distillate,4.3260000000000005,2021
2021-06,gas,562035.988,2021
2021-06,solar,18373.868,2021
2021-06,wind,240024.651,2021
2021-07,bio,7523.549,2021
2021-07,coal,805592.7390000001,2021
2021-07,distillate,7.675,2021
2021-07,gas,489834.725,2021
2021-07,solar,15433.522,2021
2021-07,wind,319182.762,2021
2021-08,bio,8093.729,2021
2021-08,coal,728404.185,2021
2021-08,distillate,42.604,2021
2021-08,gas,491043.975,2021
2021-08,solar,26015.191,2021
2021-08,wind,264271.826,2021
2021-09,bio,8121.714,2021
2021-09,coal,556500.923,2021
2021-09,distillate,2586.6360000000004,2021
2021-09,gas,461657.429,2021
2021-09,solar,29094.923,2021
2021-09,wind,258475.139,2021
2021-10,bio,8179.284,2021
2021-10,coal,560254.297,2021
2021-10,distillate,15.227,2021
2021-10,gas,450777.321,2021
2021-10,solar,35892.349,2021
2021-10,wind,263885.74,2021
2021-11,bio,7857.3369999999995,2021
2021-11,coal,474241.349,2021
2021-11,distillate,11.768,2021
2021-11,gas,425141.315,2021
2021-11,solar,41995.46,2021
2021-11,wind,301139.627,2021
2021-12,bio,8165.717,2021
2021-12,coal,644732.91,2021
2021-12,distillate,18.916,2021
2021-12,gas,476078.693,2021
2021-12,solar,47867.879,2021
2021-12,wind,361282.115,2021
2022-01,bio,7821.866,2022
2022-01,coal,739039.019,2022
2022-01,distillate,4.672,2022
2022-01,gas,469280.121,2022
2022-01,solar,50100.778000000006,2022
2022-01,wind,409645.66000000003,2022
2022-02,bio,6892.838,2022
2022-02,coal,739944.983,2022
2022-02,distillate,21.906,2022
2022-02,gas,512368.848,2022
2022-02,solar,38031.309,2022
2022-02,wind,315359.53599999996,2022
2022-03,bio,7531.294,2022
2022-03,coal,754837.603,2022
2022-03,distillate,16.326999999999998,2022
2022-03,gas,406080.12,2022
2022-03,solar,33945.399,2022
2022-03,wind,346041.995,2022
2022-04,bio,7963.108,2022
2022-04,coal,579306.126,2022
2022-04,distillate,18.695999999999998,2022
2022-04,gas,470822.76300000004,2022
2022-04,solar,27313.378999999997,2022
2022-04,wind,280048.586,2022
2022-05,bio,7947.734,2022
2022-05,coal,733581.596,2022
2022-05,distillate,2587.4489999999996,2022
2022-05,gas,449920.98400000005,2022
2022-05,solar,21051.229,2022
2022-05,wind,257537.82700000002,2022
2022-06,bio,8718.045,2022
2022-06,coal,501540.173,2022
2022-06,distillate,18.315,2022
2022-06,gas,732421.094,2022
2022-06,solar,18612.226,2022
2022-06,wind,267295.19,2022
2022-07,bio,8360.238000000001,2022
2022-07,coal,509562.18700000003,2022
2022-07,distillate,11.911,2022
2022-07,gas,805955.184,2022
2022-07,solar,20112.908,2022
2022-07,wind,257862.11,2022
2022-08,bio,7143.557,2022
2022-08,coal,481411.62499999994,2022
2022-08,distillate,17.031,2022
2022-08,gas,796723.458,2022
2022-08,solar,25052.875999999997,2022
2022-08,wind,300436.81,2022
2022-09,bio,7242.617,2022
2022-09,coal,353068.984,2022
2022-09,distillate,18.211,2022
2022-09,gas,716694.259,2022
2022-09,solar,27914.184,2022
2022-09,wind,234774.19199999998,2022
2022-10,bio,7177.744000000001,2022
2022-10,coal,314709.16099999996,2022
2022-10,distillate,38.91,2022
2022-10,gas,612752.56,2022
2022-10,solar,35080.948000000004,2022
2022-10,wind,276583.02400000003,2022
2022-11,bio,6355.0380000000005,2022
2022-11,coal,300131.537,2022
2022-11,distillate,129.412,2022
2022-11,gas,572470.008,2022
2022-11,solar,38727.93,2022
2022-11,wind,268113.754,2022
2022-12,bio,7272.054,2022
2022-12,coal,351976.422,2022
2022-12,distillate,15.559999999999999,2022
2022-12,gas,637007.615,2022
2022-12,solar,46777.744,2022
2022-12,wind,330156.30799999996,2022
2023-01,bio,7765.487,2023
2023-01,coal,526032.724,2023
2023-01,distillate,22.499,2023
2023-01,gas,581461.186,2023
2023-01,solar,45465.328,2023
2023-01,wind,374432.66,2023
2023-02,bio,6984.882,2023
2023-02,coal,589581.116,2023
2023-02,distillate,72.68199999999999,2023
2023-02,gas,478906.724,2023
2023-02,solar,38989.537,2023
2023-02,wind,330768.906,2023
2023-03,bio,7641.977000000001,2023
2023-03,coal,610716.871,2023
2023-03,distillate,104.716,2023
2023-03,gas,547261.068,2023
2023-03,solar,34248.365000000005,2023
2023-03,wind,269133.065,2023
2023-04,bio,7297.584000000001,2023
2023-04,coal,471787.969,2023
2023-04,distillate,44.188,2023
2023-04,gas,600428.754,2023
2023-04,solar,28514.615999999998,2023
2023-04,storage,0.0,2023
2023-04,wind,207383.855,2023
2023-05,bio,8245.774,2023
2023-05,coal,514459.697,2023
2023-05,distillate,4223.088,2023
2023-05,gas,643417.536,2023
2023-05,solar,20900.114,2023
2023-05,storage,0.65,2023
2023-05,wind,273104.869,2023
2023-06,bio,7958.951000000001,2023
2023-06,coal,569379.293,2023
2023-06,distillate,549.926,2023
2023-06,gas,860399.67,2023
2023-06,solar,17844.447,2023
2023-06,storage,343.855,2023
2023-06,wind,193407.581,2023
2023-07,bio,7695.658,2023
2023-07,coal,603812.841,2023
2023-07,distillate,4.16,2023
2023-07,gas,744166.893,2023
2023-07,solar,20818.269,2023
2023-07,storage,2536.942,2023
2023-07,wind,247918.02599999998,2023
2023-08,bio,7645.627,2023
2023-08,coal,501699.519,2023
2023-08,distillate,17.490000000000002,2023
2023-08,gas,781044.3339999999,2023
2023-08,solar,26847.138999999996,2023
2023-08,storage,4137.936,2023
2023-08,wind,213231.095,2023
2023-09,bio,7170.701,2023
2023-09,coal,361006.33,2023
2023-09,distillate,4.318999999999999,2023
2023-09,gas,658149.693,2023
2023-09,solar,27668.099000000002,2023
2023-09,storage,3753.025,2023
2023-09,wind,235818.1,2023
