pettitt_change_year,pettitt_K,pettitt_p,pre_period,post_period,pre_mean_mm,post_mean_mm,pre_to_post_pct_change,pre_mean_mm_raw,post_mean_mm_raw,pre_to_post_pct_change_raw,mean_1950_1974_mm,mean_2000_2024_mm,pct_change_1950_74_vs_2000_24
2000,642.0,0.006148109061131744,1950-1999,2000-2024,566.9673066628131,482.9433145058286,-14.819900754340198,571.1307619047619,474.8857142857143,-16.851665859857295,582.9592362467533,482.9433145058286,-17.15658926426037
