year,facility,state,emitter,baseline_t,covered_t,net_t,accus_surrendered,smcs_surrendered,smcs_issued,regime,baseline_mymp_cumulative,facility_id,sector
2018,PRL03 Rail - IOR Facility,WA,BHP BILLITON IRON ORE PTY. LTD.,531328.0,494600.0,494600.0,0.0,0.0,0.0,original,False,PRL03 RAIL IOR FACILITY,Transport
2018,Sino Iron Project - Cape Preston,WA,CITIC PACIFIC MINING MANAGEMENT PTY LTD,1293069.0,1256525.0,1256525.0,0.0,0.0,0.0,original,False,SINO IRON PROJECT CAPE PRESTON,Metal ore mining
2018,Solomon Power Station,WA,FMG SOLOMON PTY LTD,183950.0,182117.0,182117.0,0.0,0.0,0.0,original,False,SOLOMON POWER STATION,Electricity
2018,Tom Price Mine / WTS,WA,HAMERSLEY IRON PTY. LIMITED,188447.0,156557.0,156557.0,0.0,0.0,0.0,original,False,TOM PRICE MINE WTS,Metal ore mining
2018,Tropicana Gold Mine,WA,ANGLOGOLD ASHANTI AUSTRALIA LIMITED,283693.0,278020.0,278020.0,0.0,0.0,0.0,original,False,TROPICANA GOLD MINE,Metal ore mining
2018,Wagerup Alumina Refinery,WA,ALCOA OF AUSTRALIA LIMITED,1481761.0,1380208.0,1380208.0,0.0,0.0,0.0,original,False,WAGERUP ALUMINA REFINERY,Alumina and metals
2018,West Angelas Mine,WA,ROBE RIVER MINING CO. PTY. LTD.,244656.0,245954.0,244656.0,1298.0,0.0,0.0,original,False,WEST ANGELAS MINE,Metal ore mining
2018,Wheatstone Operations,WA,CHEVRON AUSTRALIA PTY LTD,4093724.0,4056663.0,4056663.0,0.0,0.0,0.0,original,False,WHEATSTONE OPERATIONS,LNG / oil and gas
2018,WOR01 Worsley Alumina Refinery/Mine,WA,SOUTH32 WORSLEY ALUMINA PTY LTD,3722742.0,3613937.0,3613937.0,0.0,0.0,0.0,original,False,WOR01 WORSLEY ALUMINA REFINERY MINE,Other
2018,Yandicoogina Mine,WA,HAMERSLEY IRON - YANDI PTY LIMITED,142111.0,151455.0,142111.0,9344.0,0.0,0.0,original,False,YANDICOOGINA MINE,Metal ore mining
