year,regime,facility,parent,sector,covered_t,baseline_t,headroom_t,accus_surrendered,smcs_surrendered,smcs_issued,above_baseline
2019,original,North West Shelf Project,Woodside,LNG / oil and gas,6878006.0,7570929.0,692923.0,0.0,0.0,0.0,False
2019,original,Paraburdoo Mine,Rio Tinto,Metal ore mining,113335.0,120836.0,7501.0,0.0,0.0,0.0,False
2019,original,Pilbara Rail Operations,Rio Tinto,Transport,631384.0,705421.0,74037.0,0.0,0.0,0.0,False
2019,original,Pinjarra Alumina Refinery,Alcoa,Alumina and metals,1505129.0,1550868.0,45739.0,0.0,0.0,0.0,False
2019,original,Pluto LNG,Woodside,LNG / oil and gas,1862948.0,2385534.0,522586.0,0.0,0.0,0.0,False
2019,original,PRL03 Rail - IOR Facility,BHP,Transport,537676.0,576806.0,39130.0,0.0,0.0,0.0,False
2019,original,Roy Hill Mine,Other,Metal ore mining,428087.0,,,0.0,0.0,0.0,False
2019,original,Sino Iron Project - Cape Preston,CITIC,Metal ore mining,1305831.0,1679069.0,373238.0,0.0,0.0,0.0,False
2019,original,Solomon Mine,Fortescue,Metal ore mining,447213.0,,,0.0,0.0,0.0,False
2019,original,Solomon Power Station,Fortescue,Electricity,185244.0,345831.0,160587.0,0.0,0.0,0.0,False
2019,original,South West Synthetic Rutile Operations,Other,Metal ore mining,246459.0,323579.0,77120.0,0.0,0.0,0.0,False
2019,original,Sunrise Dam,Other,Metal ore mining,151592.0,171958.0,20366.0,0.0,0.0,0.0,False
2019,original,Telfer Gold Mine,Other,Metal ore mining,493272.0,632775.0,139503.0,0.0,0.0,0.0,False
2019,original,Tom Price Mine / WTS,Rio Tinto,Metal ore mining,193230.0,188447.0,-4783.0,4783.0,0.0,0.0,True
2019,original,Tropicana Gold Mine,Other,Metal ore mining,306129.0,323180.0,17051.0,0.0,0.0,0.0,False
2019,original,Varanus Hub,Other,LNG / oil and gas,247931.0,620263.0,372332.0,0.0,0.0,0.0,False
2019,original,Vincent Project Venture,Woodside,LNG / oil and gas,453252.0,598755.0,145503.0,0.0,0.0,0.0,False
2019,original,Wagerup Alumina Refinery,Alcoa,Alumina and metals,1471583.0,1481761.0,10178.0,0.0,0.0,0.0,False
2019,original,West Angelas Mine,Rio Tinto,Metal ore mining,277921.0,244656.0,-33265.0,33265.0,0.0,0.0,True
2019,original,Wheatstone Operations,Chevron,LNG / oil and gas,3848864.0,4093724.0,244860.0,0.0,0.0,0.0,False
2019,original,WOR01 Worsley Alumina Refinery/Mine,South32,Other,3719046.0,3718777.0,-269.0,269.0,0.0,0.0,True
2019,original,YAN01 Yandi/Marillana Creek Mine - MNG Facility,BHP,Metal ore mining,215307.0,385559.0,170252.0,0.0,0.0,0.0,False
2019,original,Yandicoogina Mine,Rio Tinto,Metal ore mining,157330.0,142111.0,-15219.0,15219.0,0.0,0.0,True
2019,original,Yarnima Power Station,BHP,Electricity,315226.0,333116.0,17890.0,0.0,0.0,0.0,False
2019,original,YPF AMMONIA PLANT,Yara,Other manufacturing,1059896.0,1623773.0,563877.0,0.0,0.0,0.0,False
2020,original,APU01 Pyrenees - AOA Facility,BHP,LNG / oil and gas,188815.0,399596.0,210781.0,0.0,0.0,0.0,False
2020,original,ATCO Gas Australia Pty Ltd,Other,Other,114623.0,187220.0,72597.0,0.0,0.0,0.0,False
2020,original,Dongara Operations,Other,Other manufacturing,100087.0,,,10383.0,0.0,0.0,False
2020,original,CTC WA Facility,Other,Transport,104196.0,,,3468.0,0.0,0.0,False
2020,original,Jimblebar Mine,BHP,Metal ore mining,305260.0,,,0.0,0.0,0.0,False
2020,original,Solomon Mine,Fortescue,Metal ore mining,436846.0,,,8411.0,0.0,0.0,False
2020,original,Roy Hill Mine,Other,Metal ore mining,430818.0,,,0.0,0.0,0.0,False
2020,original,ARC01 Mining Area C - MNG Facility,BHP,Metal ore mining,406944.0,,,0.0,0.0,0.0,False
2020,original,Goldfields Gas Transmission Pipeline,Other,Transport,121535.0,,,0.0,0.0,0.0,False
2020,original,Mesa A Mine,Rio Tinto,Metal ore mining,114654.0,,,0.0,0.0,0.0,False
2020,original,Newman Operations,BHP,Metal ore mining,349146.0,,,0.0,0.0,0.0,False
2020,original,North West Shelf Project,Woodside,LNG / oil and gas,6784581.0,,,0.0,0.0,0.0,False
2020,original,Pluto LNG,Woodside,LNG / oil and gas,1945741.0,,,0.0,0.0,0.0,False
2020,original,Vincent Project Venture,Woodside,LNG / oil and gas,353008.0,,,0.0,0.0,0.0,False
2020,original,Western Australia,Other,Transport,103394.0,,,0.0,0.0,0.0,False
2020,original,Gorgon Operations,Chevron,LNG / oil and gas,5460144.0,8365831.0,2905687.0,0.0,0.0,0.0,False
2020,original,Wheatstone Operations,Chevron,LNG / oil and gas,4025254.0,4343119.0,317865.0,0.0,0.0,0.0,False
2020,original,WOR01 Worsley Alumina Refinery/Mine,South32,Other,3657800.0,3718777.0,60977.0,0.0,0.0,0.0,False
2020,original,Pinjarra Alumina Refinery,Alcoa,Alumina and metals,1576697.0,3056433.0,1479736.0,0.0,0.0,0.0,False
2020,original,FLNG,Shell,LNG / oil and gas,1506548.0,2263910.0,757362.0,0.0,0.0,0.0,False
2020,original,Wagerup Alumina Refinery,Alcoa,Alumina and metals,1415989.0,1894645.0,478656.0,0.0,0.0,0.0,False
2020,original,Cockburn Operations,Other,Other manufacturing,1044918.0,1839526.0,794608.0,0.0,0.0,0.0,False
2020,original,Sino Iron Project - Cape Preston,CITIC,Metal ore mining,1241225.0,1639229.0,398004.0,0.0,0.0,0.0,False
2020,original,YPF AMMONIA PLANT,Yara,Other manufacturing,1456927.0,1512283.0,55356.0,0.0,0.0,0.0,False
2020,original,Kwinana Alumina Refinery,Alcoa,Alumina and metals,1292269.0,1323436.0,31167.0,0.0,0.0,0.0,False
2020,original,CSBP Kwinana Facility,Other,Other manufacturing,697197.0,1219470.0,522273.0,0.0,0.0,0.0,False
2020,original,Kwinana Refinery,Other,Other,413542.0,739256.0,325714.0,0.0,0.0,0.0,False
2020,original,Pilbara Rail Operations,Rio Tinto,Transport,656605.0,666720.0,10115.0,0.0,0.0,0.0,False
2020,original,Telfer Gold Mine,Other,Metal ore mining,500048.0,626808.0,126760.0,0.0,0.0,0.0,False
2020,original,Murrin Murrin Operations,Other,Metal ore mining,486498.0,617082.0,130584.0,0.0,0.0,0.0,False
2020,original,Newman Power Station,Other,Electricity,202430.0,604378.0,401948.0,0.0,0.0,0.0,False
2020,original,Christmas Creek Mine,Fortescue,Metal ore mining,574485.0,596884.0,22399.0,0.0,0.0,0.0,False
2020,original,PRL03 Rail - IOR Facility,BHP,Transport,548215.0,585410.0,37195.0,0.0,0.0,0.0,False
2020,original,Varanus Hub,Other,LNG / oil and gas,301925.0,463700.0,161775.0,0.0,0.0,0.0,False
2020,original,Cloudbreak Mine,Fortescue,Metal ore mining,422427.0,405681.0,-16746.0,16746.0,0.0,0.0,True
2020,original,Yarnima Power Station,BHP,Electricity,343639.0,402910.0,59271.0,0.0,0.0,0.0,False
2020,original,Brockman 4 Mine,Rio Tinto,Metal ore mining,165655.0,395901.0,230246.0,0.0,0.0,0.0,False
2020,original,YAN01 Yandi/Marillana Creek Mine - MNG Facility,BHP,Metal ore mining,190343.0,379160.0,188817.0,0.0,0.0,0.0,False
2020,original,Chandala Processing Plant,Other,Other manufacturing,206709.0,374904.0,168195.0,0.0,0.0,0.0,False
2020,original,Newmont Boddington Gold Operation,Other,Metal ore mining,219576.0,354726.0,135150.0,0.0,0.0,0.0,False
2020,original,Solomon Power Station,Fortescue,Electricity,183646.0,345831.0,162185.0,0.0,0.0,0.0,False
2020,original,West Angelas Mine,Rio Tinto,Metal ore mining,287475.0,331789.0,44314.0,0.0,0.0,0.0,False
2020,original,Ravensthorpe Nickel Operation,Other,Metal ore mining,175361.0,324093.0,148732.0,0.0,0.0,0.0,False
2020,original,South West Synthetic Rutile Operations,Other,Metal ore mining,212351.0,323579.0,111228.0,0.0,0.0,0.0,False
2020,original,Tropicana Gold Mine,Other,Metal ore mining,294418.0,323180.0,28762.0,0.0,0.0,0.0,False
2020,original,Brockman 2 / Nammuldi Mines,Rio Tinto,Metal ore mining,301307.0,321494.0,20187.0,0.0,0.0,0.0,False
2020,original,Kwinana Pigment Plant,Other,Other manufacturing,301915.0,308615.0,6700.0,0.0,0.0,0.0,False
2020,original,Rail,Other,Transport,285206.0,279793.0,-5413.0,11776.0,0.0,0.0,True
2020,original,Yandicoogina Mine,Rio Tinto,Metal ore mining,158406.0,269097.0,110691.0,0.0,0.0,0.0,False
2020,original,DBNGP,Other,Transport,243269.0,246362.0,3093.0,0.0,0.0,0.0,False
2020,original,Gruyere Mine Site,Other,Metal ore mining,181509.0,243584.0,62075.0,0.0,0.0,0.0,False
2020,original,Fimiston,Other,Other,155548.0,242659.0,87111.0,0.0,0.0,0.0,False
2020,original,Mt Keith Power Station,Other,Electricity,189293.0,233797.0,44504.0,0.0,0.0,0.0,False
2020,original,Aurizon Rail Freight WA,Other,Other,137340.0,216374.0,79034.0,0.0,0.0,0.0,False
2020,original,Marandoo Mine,Rio Tinto,Metal ore mining,169927.0,214614.0,44687.0,0.0,0.0,0.0,False
2020,original,Tom Price Mine / WTS,Rio Tinto,Metal ore mining,220784.0,188447.0,-32337.0,32337.0,0.0,0.0,True
2020,original,Duketon South Operations,Other,Metal ore mining,178940.0,186157.0,7217.0,0.0,0.0,0.0,False
2020,original,NKW01 Nickel West Kwinana Facility,BHP,Alumina and metals,170612.0,176382.0,5770.0,0.0,0.0,0.0,False
2020,original,Koolyanobbing Iron Ore Operations,Other,Metal ore mining,137803.0,176116.0,38313.0,0.0,0.0,0.0,False
2020,original,Leinster Power Station,Other,Electricity,151147.0,173336.0,22189.0,0.0,0.0,0.0,False
2020,original,Jundee Gold Mine,Other,Metal ore mining,127944.0,173116.0,45172.0,0.0,0.0,0.0,False
2020,original,Sunrise Dam,Other,Metal ore mining,163853.0,171958.0,8105.0,0.0,0.0,0.0,False
2020,original,NKS01 Nickel West Kalgoorlie Facility,BHP,Alumina and metals,157960.0,166573.0,8613.0,0.0,0.0,0.0,False
2020,original,NMK01 Nickel West Mt Keith Facility,BHP,Metal ore mining,123040.0,152368.0,29328.0,0.0,0.0,0.0,False
2020,original,Hope Downs 1 Mine,Rio Tinto,Metal ore mining,155883.0,152296.0,-3587.0,3587.0,0.0,0.0,True
2020,original,Granny Smith Mine Site,Other,Metal ore mining,118138.0,126385.0,8247.0,0.0,0.0,0.0,False
2020,original,Paraburdoo Mine,Rio Tinto,Metal ore mining,133434.0,120836.0,-12598.0,12598.0,0.0,0.0,True
2020,original,Huntly Mine,Alcoa,Other,100475.0,109357.0,8882.0,0.0,0.0,0.0,False
2020,original,Carosue Dam,Other,Other,108388.0,108460.0,72.0,0.0,0.0,0.0,False
2020,original,Hope Downs 4 Mine,Rio Tinto,Metal ore mining,105625.0,106522.0,897.0,0.0,0.0,0.0,False
2021,original,APU01 Pyrenees - AOA Facility,Woodside,LNG / oil and gas,181810.0,388666.0,206856.0,0.0,0.0,0.0,False
2021,original,ARC01 Mining Area C - MNG Facility,BHP,Metal ore mining,412089.0,763972.0,351883.0,0.0,0.0,0.0,False
2021,original,ATCO Gas Australia Pty Ltd,Other,Other,103813.0,187220.0,83407.0,0.0,0.0,0.0,False
2021,original,Aurizon Rail Freight WA,Other,Other,141227.0,156679.0,15452.0,0.0,0.0,0.0,False
2021,original,Brockman 2 / Nammuldi Mines,Rio Tinto,Metal ore mining,326461.0,321494.0,-4967.0,4967.0,0.0,0.0,True
2021,original,Brockman 4 Mine,Rio Tinto,Metal ore mining,208674.0,395901.0,187227.0,0.0,0.0,0.0,False
2021,original,Carosue Dam Operations,Other,Metal ore mining,115517.0,,,0.0,0.0,0.0,False
2021,original,Chandala Processing Plant,Other,Other manufacturing,233786.0,280203.0,46417.0,0.0,0.0,0.0,False
2021,original,Christmas Creek Mine,Fortescue,Metal ore mining,373646.0,596884.0,223238.0,0.0,0.0,0.0,False
2021,original,Cloudbreak Mine,Fortescue,Metal ore mining,362034.0,405681.0,43647.0,0.0,0.0,0.0,False
2021,original,Cockburn Operations,Other,Other manufacturing,785376.0,789018.0,3642.0,0.0,0.0,0.0,False
2021,original,CSBP Kwinana Facility,Other,Other manufacturing,629391.0,885913.0,256522.0,0.0,0.0,0.0,False
2021,original,CTC WA Facility,Other,Transport,109567.0,126062.0,16495.0,0.0,0.0,0.0,False
2021,original,DBNGP,Other,Transport,224323.0,246362.0,22039.0,0.0,0.0,0.0,False
2021,original,Dongara Operations,Other,Other manufacturing,112536.0,122883.0,10347.0,0.0,0.0,0.0,False
2021,original,Duketon South Operations,Other,Metal ore mining,171680.0,186157.0,14477.0,0.0,0.0,0.0,False
2021,original,Eliwana Mine,Fortescue,Metal ore mining,156384.0,199022.0,42638.0,0.0,0.0,0.0,False
2021,original,Fimiston Operations,Other,Metal ore mining,192325.0,242659.0,50334.0,0.0,0.0,0.0,False
2021,original,FLNG,Shell,LNG / oil and gas,1840672.0,2263910.0,423238.0,0.0,0.0,0.0,False
2021,original,Goldfields Gas Transmission Pipeline,Other,Transport,131592.0,,,0.0,0.0,0.0,False
2021,original,Gorgon Operations,Chevron,LNG / oil and gas,8318842.0,8336476.0,17634.0,0.0,0.0,0.0,False
2021,original,Granny Smith Mine Site,Other,Metal ore mining,120157.0,126385.0,6228.0,0.0,0.0,0.0,False
2021,original,Gruyere Mine Site,Other,Metal ore mining,197497.0,243584.0,46087.0,0.0,0.0,0.0,False
2021,original,Hope Downs 1 Mine,Rio Tinto,Metal ore mining,165509.0,152296.0,-13213.0,13213.0,0.0,0.0,True
2021,original,Hope Downs 4 Mine,Rio Tinto,Metal ore mining,117658.0,116192.0,-1466.0,1466.0,0.0,0.0,True
2021,original,Jimblebar Mine,BHP,Metal ore mining,305973.0,,,0.0,0.0,0.0,False
2021,original,Jundee Gold Mine,Other,Metal ore mining,141316.0,173116.0,31800.0,0.0,0.0,0.0,False
2021,original,Kemerton Silicon Smelter,Other,Alumina and metals,110437.0,100000.0,-10437.0,10437.0,0.0,0.0,True
2021,original,Koolyanobbing Iron Ore Operations,Other,Metal ore mining,131692.0,176116.0,44424.0,0.0,0.0,0.0,False
2021,original,Kwinana Alumina Refinery,Alcoa,Alumina and metals,1253485.0,1366709.0,113224.0,0.0,0.0,0.0,False
2021,original,Kwinana Pigment Plant,Other,Other manufacturing,314557.0,333169.0,18612.0,0.0,0.0,0.0,False
2021,original,Leinster Power Station,Other,Electricity,139326.0,154495.0,15169.0,0.0,0.0,0.0,False
2021,original,Marandoo Mine,Rio Tinto,Metal ore mining,159346.0,214614.0,55268.0,0.0,0.0,0.0,False
2021,original,Mesa A Mine,Rio Tinto,Metal ore mining,88004.0,,,0.0,0.0,0.0,False
2021,original,Mt Keith Power Station,Other,Electricity,185892.0,,,0.0,0.0,0.0,False
2021,original,Murrin Murrin Operations,Other,Metal ore mining,512537.0,617082.0,104545.0,0.0,0.0,0.0,False
2021,original,Newman Operations,BHP,Metal ore mining,305076.0,,,0.0,0.0,0.0,False
2021,original,Newman Power Station,Other,Electricity,389496.0,604378.0,214882.0,0.0,0.0,0.0,False
2021,original,Newmont Boddington Gold Operation,Other,Metal ore mining,198355.0,330487.0,132132.0,0.0,0.0,0.0,False
2021,original,Ningaloo Vision FPSO,Other,LNG / oil and gas,381472.0,546091.0,164619.0,0.0,0.0,0.0,False
2021,original,NKS01 Nickel West Kalgoorlie Facility,BHP,Alumina and metals,140234.0,158794.0,18560.0,0.0,0.0,0.0,False
2021,original,NKW01 Nickel West Kwinana Facility,BHP,Alumina and metals,161918.0,,,0.0,0.0,0.0,False
2021,original,NMK01 Nickel West Mt Keith Facility,BHP,Metal ore mining,129880.0,209693.0,79813.0,0.0,0.0,0.0,False
2021,original,North West Shelf Project,Woodside,LNG / oil and gas,6418032.0,,,0.0,0.0,0.0,False
2021,original,Paraburdoo Mine,Rio Tinto,Metal ore mining,116170.0,120836.0,4666.0,0.0,0.0,0.0,False
2021,original,Pilbara Rail Operations,Rio Tinto,Transport,650881.0,661171.0,10290.0,0.0,0.0,0.0,False
2021,original,Pinjarra Alumina Refinery,Alcoa,Alumina and metals,1508614.0,2881289.0,1372675.0,0.0,0.0,0.0,False
2021,original,Pluto LNG,Woodside,LNG / oil and gas,1943418.0,,,0.0,0.0,0.0,False
2021,original,PRL03 Rail - IOR Facility,BHP,Transport,560092.0,576420.0,16328.0,0.0,0.0,0.0,False
2021,original,Rail,Other,Transport,245338.0,310731.0,65393.0,0.0,0.0,0.0,False
2021,original,Ravensthorpe Nickel Operation,Other,Metal ore mining,204177.0,324093.0,119916.0,0.0,0.0,0.0,False
2021,original,Roy Hill Mine,Other,Metal ore mining,486884.0,535965.0,49081.0,0.0,0.0,0.0,False
2021,original,Sino Iron Project – Cape Preston,CITIC,Metal ore mining,1241468.0,1610964.0,369496.0,0.0,0.0,0.0,False
2021,original,Solomon Mine,Fortescue,Metal ore mining,452884.0,449709.0,-3175.0,37726.0,0.0,0.0,True
2021,original,Solomon Power Station,Fortescue,Electricity,176950.0,345831.0,168881.0,0.0,0.0,0.0,False
2021,original,South West Synthetic Rutile Operations,Other,Metal ore mining,265237.0,297935.0,32698.0,0.0,0.0,0.0,False
2021,original,Sunrise Dam,Other,Metal ore mining,180641.0,171958.0,-8683.0,8683.0,0.0,0.0,True
2021,original,Telfer Gold Mine,Other,Metal ore mining,498129.0,626808.0,128679.0,0.0,0.0,0.0,False
2021,original,Thunderbox Operations,Other,Metal ore mining,108458.0,213075.0,104617.0,0.0,0.0,0.0,False
2021,original,Tom Price Mine / WTS,Rio Tinto,Metal ore mining,196750.0,145307.0,-51443.0,51443.0,0.0,0.0,True
2021,original,Tropicana Gold Mine,Other,Metal ore mining,304274.0,323180.0,18906.0,0.0,0.0,0.0,False
2021,original,Varanus Hub,Other,LNG / oil and gas,269532.0,463700.0,194168.0,0.0,0.0,0.0,False
2021,original,Vincent Project Venture,Woodside,LNG / oil and gas,356656.0,,,0.0,0.0,0.0,False
2021,original,Wagerup Alumina Refinery,Alcoa,Alumina and metals,1385526.0,1847019.0,461493.0,0.0,0.0,0.0,False
2021,original,West Angelas Mine,Rio Tinto,Metal ore mining,265301.0,331789.0,66488.0,0.0,0.0,0.0,False
2021,original,Western Australia,Other,Transport,104627.0,,,0.0,0.0,0.0,False
2021,original,Wheatstone Operations,Chevron,LNG / oil and gas,3907075.0,4343119.0,436044.0,0.0,0.0,0.0,False
2021,original,WOR01,South32,Alumina and metals,3553775.0,3718777.0,165002.0,0.0,0.0,0.0,False
2021,original,YAN01 Yandi/Marillana Creek Mine - MNG Facility,BHP,Metal ore mining,149694.0,223714.0,74020.0,0.0,0.0,0.0,False
2021,original,Yandicoogina Mine,Rio Tinto,Metal ore mining,162286.0,275999.0,113713.0,0.0,0.0,0.0,False
2021,original,Yarnima Power Station,BHP,Electricity,340554.0,428862.0,88308.0,0.0,0.0,0.0,False
2021,original,YPF AMMONIA PLANT,Yara,Other manufacturing,1383385.0,1512283.0,128898.0,0.0,0.0,0.0,False
2022,original,APU01 Pyrenees - AOA Facility,Woodside,LNG / oil and gas,176667.0,368195.0,191528.0,0.0,0.0,0.0,False
2022,original,ARC01 Mining Area C - MNG Facility,BHP,Metal ore mining,470614.0,861545.0,390931.0,0.0,0.0,0.0,False
2022,original,Beharra Springs,Other,LNG / oil and gas,127391.0,100000.0,-27391.0,35385.0,0.0,0.0,True
2022,original,Brockman 2 / Nammuldi Mines,Rio Tinto,Metal ore mining,326401.0,321494.0,-4907.0,4907.0,0.0,0.0,True
2022,original,Brockman 4 Mine,Rio Tinto,Metal ore mining,239705.0,395901.0,156196.0,0.0,0.0,0.0,False
2022,original,Carosue Dam Operations,Other,Metal ore mining,111837.0,,,0.0,0.0,0.0,False
2022,original,Chandala Processing Plant,Other,Other manufacturing,187005.0,188085.0,1080.0,0.0,0.0,0.0,False
2022,original,Christmas Creek Mine,Fortescue,Metal ore mining,374494.0,596884.0,222390.0,0.0,0.0,0.0,False
2022,original,Cloudbreak Mine,Fortescue,Metal ore mining,287001.0,405681.0,118680.0,0.0,0.0,0.0,False
2022,original,Cockburn Operations,Other,Other manufacturing,724378.0,771015.0,46637.0,0.0,0.0,0.0,False
2022,original,CSBP Kwinana Facility,Other,Other manufacturing,685081.0,940409.0,255328.0,0.0,0.0,0.0,False
2022,original,CTC WA Facility,Other,Transport,108915.0,125199.0,16284.0,0.0,0.0,0.0,False
2022,original,DBNGP,Other,Transport,267178.0,,,0.0,0.0,0.0,False
2022,original,Duketon South Operations,Other,Metal ore mining,156259.0,186157.0,29898.0,0.0,0.0,0.0,False
2022,original,Eliwana Mine,Fortescue,Metal ore mining,173475.0,199022.0,25547.0,0.0,0.0,0.0,False
2022,original,Fimiston Operations,Other,Metal ore mining,228777.0,242659.0,13882.0,0.0,0.0,0.0,False
2022,original,FLNG,Shell,LNG / oil and gas,2188611.0,2263910.0,75299.0,0.0,0.0,0.0,False
2022,original,Goldfields Gas Transmission Pipeline,Other,Transport,128908.0,147908.0,19000.0,0.0,0.0,0.0,False
2022,original,Gorgon Operations,Chevron,LNG / oil and gas,8191308.0,8336476.0,145168.0,0.0,0.0,0.0,False
2022,original,Granny Smith Mine Site,Other,Metal ore mining,126441.0,126385.0,-56.0,56.0,0.0,0.0,True
2022,original,Gruyere Mine Site,Other,Metal ore mining,193095.0,239447.0,46352.0,0.0,0.0,0.0,False
2022,original,Gudai-Darri Mine,Other,Metal ore mining,121340.0,187880.0,66540.0,0.0,0.0,0.0,False
2022,original,Hope Downs 1 Mine,Rio Tinto,Metal ore mining,166780.0,159568.0,-7212.0,7212.0,0.0,0.0,True
2022,original,Hope Downs 4 Mine,Rio Tinto,Metal ore mining,118259.0,103010.0,-15249.0,15249.0,0.0,0.0,True
2022,original,Jimblebar Mine,BHP,Metal ore mining,306282.0,,,0.0,0.0,0.0,False
2022,original,Jundee Gold Mine,Other,Metal ore mining,148140.0,154701.0,6561.0,0.0,0.0,0.0,False
2022,original,Kemerton Silicon Smelter,Other,Alumina and metals,122178.0,100000.0,-22178.0,22178.0,0.0,0.0,True
2022,original,King of the Hills,Other,Metal ore mining,123070.0,100000.0,-23070.0,23070.0,0.0,0.0,True
2022,original,Kwinana Alumina Refinery,Alcoa,Alumina and metals,1100095.0,1134344.0,34249.0,0.0,0.0,0.0,False
2022,original,Kwinana Pigment Plant,Other,Other manufacturing,275411.0,266667.0,-8744.0,8744.0,0.0,0.0,True
2022,original,Leinster Power Station,Other,Electricity,135634.0,154495.0,18861.0,0.0,0.0,0.0,False
2022,original,Marandoo Mine,Rio Tinto,Metal ore mining,155933.0,214614.0,58681.0,0.0,0.0,0.0,False
2022,original,Mesa A Mine,Rio Tinto,Metal ore mining,64978.0,,,0.0,0.0,0.0,False
2022,original,Mt Keith Power Station,Other,Electricity,165136.0,,,0.0,0.0,0.0,False
2022,original,Mt Marion Lithium Project,Other,Metal ore mining,102697.0,100000.0,-2697.0,2697.0,0.0,0.0,True
2022,original,Murrin Murrin Operations,Other,Metal ore mining,497697.0,617082.0,119385.0,0.0,0.0,0.0,False
2022,original,Newman Operations,BHP,Metal ore mining,294760.0,379460.0,84700.0,0.0,0.0,0.0,False
2022,original,Newman Power Station,Other,Electricity,379196.0,419029.0,39833.0,0.0,0.0,0.0,False
2022,original,Newmont Boddington Gold Operation,Other,Metal ore mining,218213.0,319576.0,101363.0,0.0,0.0,0.0,False
2022,original,Ningaloo Vision FPSO,Other,LNG / oil and gas,329922.0,546091.0,216169.0,0.0,0.0,0.0,False
2022,original,NKS01 Nickel West Kalgoorlie Facility,BHP,Alumina and metals,146936.0,146285.0,-651.0,651.0,0.0,0.0,True
2022,original,NKW01 Nickel West Kwinana Facility,BHP,Alumina and metals,166425.0,,,0.0,0.0,0.0,False
2022,original,NMK01 Nickel West Mt Keith Facility,BHP,Metal ore mining,191852.0,209693.0,17841.0,0.0,0.0,0.0,False
2022,original,North West Shelf Project,Woodside,LNG / oil and gas,6935647.0,,,6254.0,0.0,0.0,False
2022,original,Paraburdoo Mine,Rio Tinto,Metal ore mining,129483.0,100000.0,-29483.0,29483.0,0.0,0.0,True
2022,original,Pilbara Rail Operations,Rio Tinto,Transport,662419.0,681246.0,18827.0,0.0,0.0,0.0,False
2022,original,Pilgangoora Operations,Other,Metal ore mining,101560.0,100000.0,-1560.0,1560.0,0.0,0.0,True
2022,original,Pinjarra Alumina Refinery,Alcoa,Alumina and metals,1437765.0,2798215.0,1360450.0,0.0,0.0,0.0,False
2022,original,Pluto LNG,Woodside,LNG / oil and gas,1839910.0,,,0.0,0.0,0.0,False
2022,original,Premier Coal Mine (Open Cut),Other,Coal mining,108551.0,100000.0,-8551.0,8551.0,0.0,0.0,True
2022,original,PRL03 Rail - IOR Facility,BHP,Transport,566312.0,589216.0,22904.0,0.0,0.0,0.0,False
2022,original,Rail,Other,Transport,259172.0,312095.0,52923.0,0.0,0.0,0.0,False
2022,original,Ravensthorpe Nickel Operation,Other,Metal ore mining,232848.0,324093.0,91245.0,0.0,0.0,0.0,False
2022,original,Roy Hill Mine,Other,Metal ore mining,562306.0,535965.0,-26341.0,26342.0,0.0,0.0,True
2022,original,Sino Iron Project – Cape Preston,CITIC,Metal ore mining,1229931.0,1572924.0,342993.0,0.0,0.0,0.0,False
2022,original,Solomon Mine,Fortescue,Metal ore mining,448524.0,462288.0,13764.0,8411.0,0.0,0.0,False
2022,original,Solomon Power Station,Fortescue,Electricity,206715.0,206495.0,-220.0,220.0,0.0,0.0,True
2022,original,South West Synthetic Rutile Operations,Other,Metal ore mining,357996.0,346104.0,-11892.0,11892.0,0.0,0.0,True
2022,original,Sunrise Dam,Other,Metal ore mining,169125.0,161730.0,-7395.0,7395.0,0.0,0.0,True
2022,original,Telfer Gold Mine,Other,Metal ore mining,448761.0,626808.0,178047.0,0.0,0.0,0.0,False
2022,original,Thunderbox Operations,Other,Metal ore mining,160145.0,213075.0,52930.0,0.0,0.0,0.0,False
2022,original,Tom Price Mine / WTS,Rio Tinto,Metal ore mining,188503.0,138707.0,-49796.0,49796.0,0.0,0.0,True
2022,original,Tropicana Gold Mine,Other,Metal ore mining,316050.0,352345.0,36295.0,0.0,0.0,0.0,False
2022,original,Varanus Hub,Other,LNG / oil and gas,256543.0,463700.0,207157.0,0.0,0.0,0.0,False
2022,original,Vincent Project Venture,Woodside,LNG / oil and gas,234485.0,,,0.0,0.0,0.0,False
2022,original,Wagerup Alumina Refinery,Alcoa,Alumina and metals,1289067.0,1724761.0,435694.0,0.0,0.0,0.0,False
2022,original,West Angelas Mine,Rio Tinto,Metal ore mining,292917.0,331789.0,38872.0,0.0,0.0,0.0,False
2022,original,Western Australia,Other,Transport,102252.0,,,10273.0,0.0,0.0,False
2022,original,Wheatstone Operations,Chevron,LNG / oil and gas,3789472.0,4343119.0,553647.0,0.0,0.0,0.0,False
2022,original,Wodgina Operations,Other,Metal ore mining,111027.0,100000.0,-11027.0,11027.0,0.0,0.0,True
2022,original,WOR01,South32,Alumina and metals,3453837.0,3492670.0,38833.0,0.0,0.0,0.0,False
2022,original,YAN01 Yandi/Marillana Creek Mine - MNG Facility,BHP,Metal ore mining,111995.0,112093.0,98.0,0.0,0.0,0.0,False
2022,original,Yandicoogina Mine,Rio Tinto,Metal ore mining,173685.0,258329.0,84644.0,0.0,0.0,0.0,False
2022,original,Yarnima Power Station,BHP,Electricity,336179.0,421548.0,85369.0,0.0,0.0,0.0,False
2022,original,YPF AMMONIA PLANT,Yara,Other manufacturing,1503171.0,1512283.0,9112.0,0.0,0.0,0.0,False
2023,reformed,APU01 Pyrenees - AOA Facility,Woodside,LNG / oil and gas,116569.0,108074.0,-8495.0,8497.0,,,True
