series,n,sen_slope_per_decade,ols_slope_per_decade,ols_p,mk_tau,mk_p,mk_p_tfpw,mk_r1,mk_trend
"regional % anomaly, full record",56,-13.393392114117646,-20.097701620939688,0.0007781899268840959,-0.2701298701298701,0.0033567470445890375,0.0033567470445890375,0.06192738434001637,decreasing
"regional % anomaly, 2000-",23,-4.895471028307331,0.08268225511452336,0.9941399771881518,-0.05928853754940711,0.7115714636761059,0.7115714636761059,-0.052445491145125596,no trend
