pettitt_change_year,pettitt_p,baseline_1975_1999_ML,post2000_ML,post2010_ML,post2000_vs_baseline_pct,post2010_vs_baseline_pct
2001,0.0074884525966133295,44379.741783520374,26043.713596525904,22942.204400469756,-41.316211969947126,-48.304781689854416
