station,station_name,water_year,total_ML,days_missing,complete
616216,Helena River - Poison Lease Gs,2010,0.0,0,True
616216,Helena River - Poison Lease Gs,2011,1219.0586595711923,0,True
616216,Helena River - Poison Lease Gs,2012,75.77535221797142,0,True
616216,Helena River - Poison Lease Gs,2013,1503.410636935079,0,True
616216,Helena River - Poison Lease Gs,2014,564.5566150425315,0,True
616216,Helena River - Poison Lease Gs,2015,0.0,0,True
616216,Helena River - Poison Lease Gs,2016,907.4897655024024,0,True
616216,Helena River - Poison Lease Gs,2017,2059.848340985192,0,True
616216,Helena River - Poison Lease Gs,2018,4408.196413958972,0,True
616216,Helena River - Poison Lease Gs,2019,1545.6638830491095,0,True
616216,Helena River - Poison Lease Gs,2020,285.3791999999785,0,True
616216,Helena River - Poison Lease Gs,2021,7304.169599998836,0,True
616216,Helena River - Poison Lease Gs,2022,5731.776000000936,0,True
616216,Helena River - Poison Lease Gs,2023,500.2861577450535,61,False
617003,Gingin Brook - Bookine Bookine,1972,24229.995891816743,23,False
617003,Gingin Brook - Bookine Bookine,1973,34156.169274091786,0,True
617003,Gingin Brook - Bookine Bookine,1974,71534.14592079859,0,True
617003,Gingin Brook - Bookine Bookine,1975,38116.5990985274,0,True
617003,Gingin Brook - Bookine Bookine,1976,19968.725808019713,0,True
617003,Gingin Brook - Bookine Bookine,1977,14573.480459369666,0,True
617003,Gingin Brook - Bookine Bookine,1978,39980.218970534894,0,True
617003,Gingin Brook - Bookine Bookine,1979,21927.038650805192,0,True
617003,Gingin Brook - Bookine Bookine,1980,20144.201559526216,0,True
617003,Gingin Brook - Bookine Bookine,1981,47982.03419753745,0,True
617003,Gingin Brook - Bookine Bookine,1982,30739.360044683624,0,True
617003,Gingin Brook - Bookine Bookine,1983,40328.83770875746,0,True
617003,Gingin Brook - Bookine Bookine,1984,35551.42181526574,0,True
617003,Gingin Brook - Bookine Bookine,1985,17695.23052233825,0,True
617003,Gingin Brook - Bookine Bookine,1986,58813.75231224154,0,True
617003,Gingin Brook - Bookine Bookine,1987,46403.01163005565,0,True
617003,Gingin Brook - Bookine Bookine,1988,42536.065194640425,0,True
617003,Gingin Brook - Bookine Bookine,1989,25904.143423566646,0,True
617003,Gingin Brook - Bookine Bookine,1990,28407.80483530419,0,True
617003,Gingin Brook - Bookine Bookine,1991,58525.5262625045,0,True
617003,Gingin Brook - Bookine Bookine,1992,54941.449157685034,0,True
617003,Gingin Brook - Bookine Bookine,1993,46335.447849788754,0,True
617003,Gingin Brook - Bookine Bookine,1994,30938.681836280586,0,True
617003,Gingin Brook - Bookine Bookine,1995,64273.54510648399,0,True
617003,Gingin Brook - Bookine Bookine,1996,44635.121513159516,0,True
617003,Gingin Brook - Bookine Bookine,1997,19582.52363704469,0,True
617003,Gingin Brook - Bookine Bookine,1998,31351.494805605544,0,True
617003,Gingin Brook - Bookine Bookine,1999,73930.93214561346,0,True
617003,Gingin Brook - Bookine Bookine,2000,27272.007578114826,0,True
617003,Gingin Brook - Bookine Bookine,2001,21598.29161265366,0,True
617003,Gingin Brook - Bookine Bookine,2002,18093.87410552755,0,True
617003,Gingin Brook - Bookine Bookine,2003,34357.651033083945,0,True
617003,Gingin Brook - Bookine Bookine,2004,20259.371021252162,0,True
617003,Gingin Brook - Bookine Bookine,2005,26073.139272885386,0,True
617003,Gingin Brook - Bookine Bookine,2006,11004.256310553534,0,True
617003,Gingin Brook - Bookine Bookine,2007,12201.137445787874,0,True
617003,Gingin Brook - Bookine Bookine,2008,15568.181026319904,0,True
617003,Gingin Brook - Bookine Bookine,2009,17398.882995169737,0,True
617003,Gingin Brook - Bookine Bookine,2010,6059.918136440455,0,True
617003,Gingin Brook - Bookine Bookine,2011,13450.289792081045,0,True
617003,Gingin Brook - Bookine Bookine,2012,4737.845290751613,0,True
617003,Gingin Brook - Bookine Bookine,2013,13990.800034048983,0,True
617003,Gingin Brook - Bookine Bookine,2014,14138.714601546862,0,True
617003,Gingin Brook - Bookine Bookine,2015,8083.375595992337,0,True
617003,Gingin Brook - Bookine Bookine,2016,22932.027278796522,0,True
617003,Gingin Brook - Bookine Bookine,2017,22713.894586220005,0,True
617003,Gingin Brook - Bookine Bookine,2018,24780.977618646106,0,True
617003,Gingin Brook - Bookine Bookine,2019,10197.09166236182,0,True
617003,Gingin Brook - Bookine Bookine,2020,6953.585916007959,0,True
617003,Gingin Brook - Bookine Bookine,2021,31835.14012631349,0,True
617003,Gingin Brook - Bookine Bookine,2022,23926.924800002773,0,True
617003,Gingin Brook - Bookine Bookine,2023,6019.942428798688,61,False
