SID,SEASON,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,USA_WIND,USA_PRES,USA_SSHS,BOM_WIND,BOM_PRES,dist_wa_km
1984339S05102,1985,SI,WA,EMMA,1984-12-03 18:00:00,TS,-5.3,102.0,20.0,1006.0,,,-5,20.0,1006.0,2263.4707364104565
1984339S05102,1985,SI,WA,EMMA,1984-12-03 21:00:00,TS,-5.3,101.5,,,,,-5,20.0,1005.0,2294.9132965077224
1984339S05102,1985,SI,WA,EMMA,1984-12-04 00:00:00,TS,-5.3,101.0,20.0,1004.0,,,-5,20.0,1004.0,2327.173682648096
1984339S05102,1985,SI,WA,EMMA,1984-12-04 03:00:00,TS,-5.4,100.5,,,,,-5,23.0,1004.0,2351.3635059534263
1984339S05102,1985,SI,WA,EMMA,1984-12-04 06:00:00,TS,-5.5,100.0,25.0,1003.0,,,-5,25.0,1003.0,2376.5520626519456
1984339S05102,1985,SI,WA,EMMA,1984-12-04 09:00:00,TS,-5.6,99.5,,,,,-5,25.0,1002.0,2402.7063470128373
1984339S05102,1985,SI,WA,EMMA,1984-12-04 12:00:00,TS,-5.8,99.1,25.0,1001.0,,,-5,25.0,1001.0,2414.151539529588
1984339S05102,1985,SI,WA,EMMA,1984-12-04 15:00:00,TS,-6.0,98.8,,,,,-5,25.0,1000.0,2419.1339167096226
1984339S05102,1985,SI,WA,EMMA,1984-12-04 18:00:00,TS,-6.2,98.5,25.0,999.0,,,-5,25.0,999.0,2424.7030000408995
1984339S05102,1985,SI,WA,EMMA,1984-12-04 21:00:00,TS,-6.5,98.3,,,,,-5,28.0,998.0,2415.184347990915
1984339S05102,1985,SI,WA,EMMA,1984-12-05 00:00:00,TS,-6.7,98.1,30.0,997.0,,,-5,30.0,997.0,2414.2492739129707
1984339S05102,1985,SI,WA,EMMA,1984-12-05 03:00:00,TS,-6.9,98.0,,,,,-5,30.0,997.0,2405.955270171295
1984339S05102,1985,SI,WA,EMMA,1984-12-05 06:00:00,TS,-7.2,98.0,30.0,997.0,,,-5,30.0,997.0,2382.2061505683027
1984339S05102,1985,SI,WA,EMMA,1984-12-05 09:00:00,TS,-7.3,98.0,,,,,-5,30.0,997.0,2374.3386993728973
1984339S05102,1985,SI,WA,EMMA,1984-12-05 12:00:00,TS,-7.5,98.0,30.0,996.0,,,-5,30.0,996.0,2358.6786525112025
1984339S05102,1985,SI,WA,EMMA,1984-12-05 15:00:00,TS,-7.6,98.0,,,,,-5,30.0,996.0,2350.8865563914514
1984339S05102,1985,SI,WA,EMMA,1984-12-05 18:00:00,TS,-7.7,98.1,30.0,996.0,,,-5,30.0,996.0,2335.232825522221
1984339S05102,1985,SI,WA,EMMA,1984-12-05 21:00:00,TS,-7.9,98.1,,,,,-5,30.0,996.0,2319.7314016194046
1984339S05102,1985,SI,WA,EMMA,1984-12-06 00:00:00,TS,-8.0,98.2,30.0,995.0,,,-5,30.0,995.0,2304.0853684139724
1984339S05102,1985,SI,WA,EMMA,1984-12-06 03:00:00,TS,-8.1,98.3,,,,,-5,30.0,995.0,2288.4414173826367
1984339S05102,1985,SI,WA,EMMA,1984-12-06 06:00:00,TS,-8.2,98.3,30.0,995.0,,,-5,30.0,995.0,2280.736561922297
1984339S05102,1985,SI,WA,EMMA,1984-12-06 09:00:00,TS,-8.3,98.5,,,,,-5,30.0,995.0,2257.159885055491
1984339S05102,1985,SI,WA,EMMA,1984-12-06 12:00:00,TS,-8.4,98.6,30.0,995.0,,,-5,30.0,995.0,2241.5223659983712
1984339S05102,1985,SI,WA,EMMA,1984-12-06 15:00:00,TS,-8.5,98.7,,,,,-5,33.0,995.0,2225.8870536109466
1984339S05102,1985,SI,WA,EMMA,1984-12-06 18:00:00,TS,-8.6,98.9,35.0,994.0,,,-5,35.0,994.0,2202.3352529612343
1984339S05102,1985,SI,WA,EMMA,1984-12-06 21:00:00,TS,-8.6,99.0,,,,,-5,35.0,994.0,2194.4399666776917
1984339S05102,1985,SI,WA,EMMA,1984-12-07 00:00:00,TS,-8.7,99.1,35.0,993.0,,,-5,35.0,993.0,2178.806935092714
1984339S05102,1985,SI,WA,EMMA,1984-12-07 03:00:00,TS,-8.8,99.2,,,,,-5,38.0,993.0,2163.176137744239
1984339S05102,1985,SI,WA,EMMA,1984-12-07 06:00:00,TS,-9.0,99.3,40.0,992.0,,,-5,40.0,992.0,2139.8210376976085
1984339S05102,1985,SI,WA,EMMA,1984-12-07 09:00:00,TS,-9.1,99.5,,,,,-5,40.0,992.0,2116.297460790822
1984339S05102,1985,SI,WA,EMMA,1984-12-07 12:00:00,TS,-9.3,99.6,40.0,991.0,,,-5,40.0,991.0,2092.960086608162
1984339S05102,1985,SI,WA,EMMA,1984-12-07 15:00:00,TS,-9.4,99.7,,,,,-5,40.0,991.0,2077.344650989719
1984339S05102,1985,SI,WA,EMMA,1984-12-07 18:00:00,TS,-9.5,99.9,40.0,990.0,,,-5,40.0,990.0,2053.8257399732142
1984339S05102,1985,SI,WA,EMMA,1984-12-07 21:00:00,TS,-9.5,100.0,,,,,-5,40.0,990.0,2045.9448149572113
1984339S05102,1985,SI,WA,EMMA,1984-12-08 00:00:00,TS,-9.6,100.1,40.0,989.0,,,-5,40.0,989.0,2030.3318036588628
1984339S05102,1985,SI,WA,EMMA,1984-12-08 03:00:00,TS,-9.7,100.2,,,,,-5,40.0,989.0,2014.721273924725
1984339S05102,1985,SI,WA,EMMA,1984-12-08 06:00:00,TS,-9.7,100.2,40.0,988.0,20.0,,-1,40.0,988.0,2014.721273924725
1984339S05102,1985,SI,WA,EMMA,1984-12-08 09:00:00,TS,-9.7,100.3,,,20.0,,-1,43.0,987.0,2006.8635334783955
1984339S05102,1985,SI,WA,EMMA,1984-12-08 12:00:00,TS,-9.9,100.5,45.0,986.0,20.0,,-1,45.0,986.0,1975.6477352770632
1984339S05102,1985,SI,WA,EMMA,1984-12-08 15:00:00,TS,-10.0,100.8,,,20.0,,-1,48.0,985.0,1944.400892846277
1984339S05102,1985,SI,WA,EMMA,1984-12-08 18:00:00,TS,-10.2,101.2,50.0,984.0,20.0,,-1,50.0,984.0,1897.6596994378392
1984339S05102,1985,SI,WA,EMMA,1984-12-08 21:00:00,TS,-10.4,101.5,,,20.0,,-1,50.0,983.0,1858.7355819894149
1984339S05102,1985,SI,WA,EMMA,1984-12-09 00:00:00,TS,-10.7,101.9,50.0,981.0,20.0,,-1,50.0,981.0,1804.2587303930914
1984339S05102,1985,SI,WA,EMMA,1984-12-09 03:00:00,TS,-10.9,102.3,,,23.0,,-1,50.0,980.0,1757.7784382683978
1984339S05102,1985,SI,WA,EMMA,1984-12-09 06:00:00,TS,-11.1,102.8,50.0,979.0,25.0,,-1,50.0,979.0,1703.8941479667194
1984339S05102,1985,SI,WA,EMMA,1984-12-09 09:00:00,TS,-11.3,103.1,,,25.0,,-1,50.0,979.0,1665.2389029618826
1984339S05102,1985,SI,WA,EMMA,1984-12-09 12:00:00,TS,-11.4,103.5,50.0,978.0,25.0,,-1,50.0,978.0,1627.3633074615077
1984339S05102,1985,SI,WA,EMMA,1984-12-09 15:00:00,TS,-11.6,103.8,,,28.0,,-1,53.0,977.0,1588.8823988103513
1984339S05102,1985,SI,WA,EMMA,1984-12-09 18:00:00,TS,-11.9,104.1,55.0,975.0,30.0,,-1,55.0,975.0,1542.227000634846
1984339S05102,1985,SI,WA,EMMA,1984-12-09 21:00:00,TS,-12.1,104.5,,,30.0,,-1,58.0,974.0,1496.5593018200198
1984339S05102,1985,SI,WA,EMMA,1984-12-10 00:00:00,TS,-12.4,104.9,60.0,973.0,30.0,,-1,60.0,973.0,1442.7448954647875
1984339S05102,1985,SI,WA,EMMA,1984-12-10 03:00:00,TS,-12.7,105.2,,,33.0,,-1,60.0,972.0,1396.185241225132
1984339S05102,1985,SI,WA,EMMA,1984-12-10 06:00:00,TS,-13.0,105.6,60.0,971.0,35.0,,0,60.0,971.0,1342.5021067915309
1984339S05102,1985,SI,WA,EMMA,1984-12-10 09:00:00,TS,-13.3,106.0,,,38.0,,0,63.0,970.0,1288.9206887846576
1984339S05102,1985,SI,WA,EMMA,1984-12-10 12:00:00,TS,-13.6,106.4,65.0,969.0,40.0,,0,65.0,969.0,1235.4493950472954
1984339S05102,1985,SI,WA,EMMA,1984-12-10 15:00:00,TS,-13.8,106.8,,,43.0,,0,65.0,968.0,1190.6487261842208
1984339S05102,1985,SI,WA,EMMA,1984-12-10 18:00:00,TS,-14.1,107.3,65.0,967.0,45.0,,0,65.0,967.0,1130.7216271871596
1984339S05102,1985,SI,WA,EMMA,1984-12-10 21:00:00,TS,-14.4,107.8,,,45.0,,0,65.0,967.0,1071.1898671799793
1984339S05102,1985,SI,WA,EMMA,1984-12-11 00:00:00,TS,-14.7,108.3,65.0,967.0,45.0,,0,65.0,967.0,1012.1123959479944
1984339S05102,1985,SI,WA,EMMA,1984-12-11 03:00:00,TS,-15.1,108.8,,,45.0,,0,65.0,968.0,944.50870452672
1984339S05102,1985,SI,WA,EMMA,1984-12-11 06:00:00,TS,-15.6,109.4,65.0,969.0,45.0,,0,65.0,969.0,862.0160014300061
1984339S05102,1985,SI,WA,EMMA,1984-12-11 09:00:00,TS,-16.1,110.1,,,45.0,,0,63.0,971.0,774.2891358628617
1984339S05102,1985,SI,WA,EMMA,1984-12-11 12:00:00,TS,-16.7,110.8,60.0,973.0,45.0,,0,60.0,973.0,678.3715356239566
1984339S05102,1985,SI,WA,EMMA,1984-12-11 15:00:00,TS,-17.2,111.6,60.0,976.0,45.0,,0,60.0,976.0,588.929236575364
1984339S05102,1985,SI,WA,EMMA,1984-12-11 18:00:00,TS,-17.8,112.4,55.0,978.0,45.0,,0,55.0,978.0,493.568377928191
1984339S05102,1985,SI,WA,EMMA,1984-12-11 21:00:00,TS,-18.4,113.3,55.0,981.0,45.0,,0,55.0,981.0,401.96157799816103
1984339S05102,1985,SI,WA,EMMA,1984-12-12 00:00:00,TS,-19.0,114.3,50.0,984.0,45.0,,0,50.0,984.0,308.3828173326277
1984339S05102,1985,SI,WA,EMMA,1984-12-12 03:00:00,TS,-19.5,115.0,45.0,987.0,43.0,,0,45.0,987.0,237.3156311886438
1984339S05102,1985,SI,WA,EMMA,1984-12-12 06:00:00,TS,-20.0,115.6,40.0,991.0,40.0,,0,40.0,991.0,154.1066356216923
1984339S05102,1985,SI,WA,EMMA,1984-12-12 09:00:00,TS,-20.6,116.1,30.0,995.0,38.0,,0,30.0,995.0,79.56566816505094
1984339S05102,1985,SI,WA,EMMA,1984-12-12 12:00:00,TS,-21.1,116.6,30.0,996.0,35.0,,0,30.0,996.0,47.71439181822387
1984339S05102,1985,SI,WA,EMMA,1984-12-12 15:00:00,TS,-21.5,117.1,25.0,996.0,30.0,,-1,25.0,996.0,88.39724366815051
1984339S05102,1985,SI,WA,EMMA,1984-12-12 18:00:00,TS,-21.7,117.8,25.0,996.0,25.0,,-1,25.0,996.0,145.22930847514706
1984339S05102,1985,SI,WA,EMMA,1984-12-12 21:00:00,TS,-21.8,118.6,,,,,-5,23.0,997.0,165.68391901881776
1984339S05102,1985,SI,WA,EMMA,1984-12-13 00:00:00,TS,-21.9,119.4,20.0,998.0,,,-5,20.0,998.0,194.8685431668464
1984339S05102,1985,SI,WA,EMMA,1984-12-13 03:00:00,TS,-21.9,119.7,,,,,-5,20.0,998.0,209.86301044594802
1984339S05102,1985,SI,WA,EMMA,1984-12-13 06:00:00,TS,-21.9,119.8,20.0,998.0,,,-5,20.0,998.0,215.62883566711963
1984343S10132,1985,SI,WA,UNNAMED,1984-12-08 06:00:00,TS,-10.0,131.7,,,25.0,,-1,,,690.777400783689
1984343S10132,1985,SI,WA,UNNAMED,1984-12-08 09:00:00,TS,-10.0,131.3,,,28.0,,-1,,,656.3304719351139
1984343S10132,1985,SI,WA,UNNAMED,1984-12-08 12:00:00,TS,-10.0,131.0,,,30.0,,-1,,,631.2309993621421
1984343S10132,1985,SI,WA,UNNAMED,1984-12-08 15:00:00,TS,-10.1,130.7,,,30.0,,-1,,,599.3089077709063
1984343S10132,1985,SI,WA,UNNAMED,1984-12-08 18:00:00,TS,-10.2,130.5,,,30.0,,-1,,,575.6697635379053
1984343S10132,1985,SI,WA,UNNAMED,1984-12-08 21:00:00,TS,-10.4,130.3,,,30.0,,-1,,,544.5044547687053
1984343S10132,1985,SI,WA,UNNAMED,1984-12-09 00:00:00,TS,-10.6,130.2,,,30.0,,-1,,,521.4595272017385
1984343S10132,1985,SI,WA,UNNAMED,1984-12-09 03:00:00,TS,-10.8,130.2,,,30.0,,-1,,,506.9245697867495
1984343S10132,1985,SI,WA,UNNAMED,1984-12-09 06:00:00,TS,-11.0,130.3,,,30.0,,-1,,,501.6212703236074
1984343S10132,1985,SI,WA,UNNAMED,1984-12-09 09:00:00,TS,-11.2,130.4,,,30.0,,-1,,,497.4798650778419
1984343S10132,1985,SI,WA,UNNAMED,1984-12-09 12:00:00,TS,-11.3,130.6,,,30.0,,-1,,,509.6522272531061
1984343S10132,1985,SI,WA,UNNAMED,1984-12-09 15:00:00,TS,-11.4,130.8,,,30.0,,-1,,,522.666184009835
1984343S10132,1985,SI,WA,UNNAMED,1984-12-09 18:00:00,TS,-11.4,131.1,,,30.0,,-1,,,551.2903492499415
1984343S10132,1985,SI,WA,UNNAMED,1984-12-09 21:00:00,TS,-11.4,131.3,,,30.0,,-1,,,570.6074188081467
1984343S10132,1985,SI,WA,UNNAMED,1984-12-10 00:00:00,TS,-11.4,131.6,,,30.0,,-1,,,599.8891710166287
1984343S10132,1985,SI,WA,UNNAMED,1984-12-10 03:00:00,TS,-11.4,131.9,,,28.0,,-1,,,629.4926521545899
1984343S10132,1985,SI,WA,UNNAMED,1984-12-10 06:00:00,TS,-11.4,132.2,,,25.0,,-1,,,659.374494428624
1984343S10132,1985,SI,WA,UNNAMED,1984-12-10 09:00:00,TS,-11.4,132.5,,,25.0,,-1,,,689.4984711696378
1984343S10132,1985,SI,WA,UNNAMED,1984-12-10 12:00:00,TS,-11.4,132.7,,,25.0,,-1,,,709.7004073673977
1984343S10132,1985,SI,WA,UNNAMED,1984-12-10 15:00:00,TS,-11.5,133.0,,,25.0,,-1,,,736.2710895165404
1984343S10132,1985,SI,WA,UNNAMED,1984-12-10 18:00:00,TS,-11.6,133.3,,,25.0,,-1,,,763.443793945313
1984343S10132,1985,SI,WA,UNNAMED,1984-12-10 21:00:00,TS,-11.8,133.7,,,25.0,,-1,,,798.4131791534592
1984343S10132,1985,SI,WA,UNNAMED,1984-12-11 00:00:00,TS,-12.1,134.3,,,25.0,,-1,,,853.2835312194188
1984343S10132,1985,SI,WA,UNNAMED,1984-12-11 03:00:00,TS,-12.4,135.0,,,25.0,,-1,,,921.2628027446971
1984343S10132,1985,SP,EA,UNNAMED,1984-12-11 06:00:00,TS,-12.7,135.7,,,25.0,,-1,,,991.3276756202831
1984343S10132,1985,SP,EA,UNNAMED,1984-12-11 09:00:00,TS,-13.0,136.5,,,25.0,,-1,,,1073.8300290045433
1984343S10132,1985,SP,EA,UNNAMED,1984-12-11 12:00:00,TS,-13.2,137.2,,,25.0,,-1,,,1147.5954072681243
1984343S10132,1985,SP,EA,UNNAMED,1984-12-11 15:00:00,TS,-13.5,138.0,,,28.0,,-1,,,1232.1681918087177
1984343S10132,1985,SP,EA,UNNAMED,1984-12-11 18:00:00,TS,-13.7,138.6,,,30.0,,-1,,,1296.2443349012713
1984343S10132,1985,SP,EA,UNNAMED,1984-12-11 21:00:00,TS,-13.9,139.0,,,33.0,,-1,,,1339.0529324088366
1984343S10132,1985,SP,EA,UNNAMED,1984-12-12 00:00:00,TS,-14.0,139.2,,,35.0,,0,,,1360.57267673266
1984343S10132,1985,SP,EA,UNNAMED,1984-12-12 03:00:00,TS,-14.1,139.3,,,35.0,,0,,,1371.3794655383313
1984343S10132,1985,SP,EA,UNNAMED,1984-12-12 06:00:00,TS,-14.2,139.2,,,35.0,,0,,,1360.7071032352787
1984343S10132,1985,SP,EA,UNNAMED,1984-12-12 09:00:00,TS,-14.3,139.1,,,35.0,,0,,,1350.1362552582589
1984343S10132,1985,SP,EA,UNNAMED,1984-12-12 12:00:00,TS,-14.5,138.9,,,35.0,,0,,,1329.3085728682645
1984343S10132,1985,SP,EA,UNNAMED,1984-12-12 15:00:00,TS,-14.7,138.7,,,33.0,,-1,,,1308.9158511328212
1984343S10132,1985,SP,EA,UNNAMED,1984-12-12 18:00:00,TS,-14.9,138.6,,,30.0,,-1,,,1299.692060941344
1984343S10132,1985,SP,EA,UNNAMED,1984-12-12 21:00:00,TS,-15.1,138.5,,,30.0,,-1,,,1290.8897186721915
1984343S10132,1985,SP,EA,UNNAMED,1984-12-13 00:00:00,TS,-15.3,138.5,,,30.0,,-1,,,1293.1756062978448
1984343S10132,1985,SP,EA,UNNAMED,1984-12-13 03:00:00,TS,-15.5,138.5,,,28.0,,-1,,,1295.8339885606906
1984343S10132,1985,SP,EA,UNNAMED,1984-12-13 06:00:00,TS,-15.7,138.4,,,25.0,,-1,,,1288.271502859997
1984343S10132,1985,SP,EA,UNNAMED,1984-12-13 09:00:00,TS,-15.9,138.3,,,25.0,,-1,,,1281.1556497741021
1984343S10132,1985,SP,EA,UNNAMED,1984-12-13 12:00:00,TS,-16.1,138.3,,,25.0,,-1,,,1284.998750472557
1984343S10132,1985,SP,EA,UNNAMED,1984-12-13 15:00:00,TS,-16.3,138.3,,,23.0,,-1,,,1289.209027890518
1984343S10132,1985,SP,EA,UNNAMED,1984-12-13 18:00:00,TS,-16.6,138.2,,,20.0,,-1,,,1285.817196984256
1984355S16129,1985,SI,WA,FRANK,1984-12-19 18:00:00,TS,-16.4,129.0,25.0,1001.0,,,-5,25.0,1001.0,390.7144583810661
1984355S16129,1985,SI,WA,FRANK,1984-12-19 21:00:00,TS,-16.5,128.6,,,,,-5,25.0,1001.0,357.7896335235512
1984355S16129,1985,SI,WA,FRANK,1984-12-20 00:00:00,TS,-16.5,128.2,25.0,1001.0,,,-5,25.0,1001.0,321.3482657501334
1984355S16129,1985,SI,WA,FRANK,1984-12-20 03:00:00,TS,-16.5,127.8,,,,,-5,25.0,1001.0,286.67457716595703
1984355S16129,1985,SI,WA,FRANK,1984-12-20 06:00:00,TS,-16.5,127.5,25.0,1000.0,,,-5,25.0,1000.0,262.25290270227305
1984355S16129,1985,SI,WA,FRANK,1984-12-20 09:00:00,TS,-16.6,127.2,,,,,-5,25.0,1000.0,247.99300106437573
1984355S16129,1985,SI,WA,FRANK,1984-12-20 12:00:00,TS,-16.6,126.9,25.0,1000.0,,,-5,25.0,1000.0,228.52621015353023
1984355S16129,1985,SI,WA,FRANK,1984-12-20 15:00:00,TS,-16.6,126.6,,,,,-5,25.0,1000.0,212.15397569139785
1984355S16129,1985,SI,WA,FRANK,1984-12-20 18:00:00,TS,-16.6,126.2,25.0,999.0,,,-5,25.0,999.0,196.45873230304284
1984355S16129,1985,SI,WA,FRANK,1984-12-20 21:00:00,TS,-16.7,125.8,,,,,-5,25.0,999.0,200.43688755945985
1984355S16129,1985,SI,WA,FRANK,1984-12-21 00:00:00,TS,-16.7,125.5,25.0,999.0,,,-5,25.0,999.0,201.29168317119877
1984355S16129,1985,SI,WA,FRANK,1984-12-21 03:00:00,TS,-16.7,125.1,,,,,-5,25.0,999.0,210.19331112112815
1984355S16129,1985,SI,WA,FRANK,1984-12-21 06:00:00,TS,-16.7,124.8,25.0,998.0,,,-5,25.0,998.0,184.2445794876988
1984355S16129,1985,SI,WA,FRANK,1984-12-21 09:00:00,TS,-16.8,124.5,,,,,-5,25.0,998.0,155.67360702216249
1984355S16129,1985,SI,WA,FRANK,1984-12-21 12:00:00,TS,-16.8,124.2,25.0,998.0,,,-5,25.0,998.0,125.37135121315687
1984355S16129,1985,SI,WA,FRANK,1984-12-21 15:00:00,TS,-16.8,124.0,,,,,-5,28.0,998.0,105.71631960975809
1984355S16129,1985,SI,WA,FRANK,1984-12-21 18:00:00,TS,-16.8,123.8,30.0,998.0,,,-5,30.0,998.0,86.84645319400087
1984355S16129,1985,SI,WA,FRANK,1984-12-21 21:00:00,TS,-16.9,123.5,,,,,-5,30.0,998.0,70.04966679808659
1984355S16129,1985,SI,WA,FRANK,1984-12-22 00:00:00,TS,-17.0,123.2,30.0,997.0,,,-5,30.0,997.0,67.56179883340765
1984355S16129,1985,SI,WA,FRANK,1984-12-22 03:00:00,TS,-17.2,122.9,,,,,-5,30.0,997.0,91.46818781979812
1984355S16129,1985,SI,WA,FRANK,1984-12-22 06:00:00,TS,-17.3,122.7,30.0,996.0,,,-5,30.0,996.0,88.10322074334027
1984355S16129,1985,SI,WA,FRANK,1984-12-22 09:00:00,TS,-17.5,122.3,30.0,994.0,,,-5,30.0,994.0,51.542981610077504
1984355S16129,1985,SI,WA,FRANK,1984-12-22 12:00:00,TS,-17.4,122.2,40.0,990.0,20.0,,-1,40.0,990.0,62.41327559282415
1984355S16129,1985,SI,WA,FRANK,1984-12-22 14:00:00,TS,-17.4,122.1,40.0,988.0,22.0,,-1,40.0,988.0,64.01129316917418
1984355S16129,1985,SI,WA,FRANK,1984-12-22 15:00:00,TS,-17.4,122.1,,,23.0,,-1,43.0,987.0,64.01129316917418
1984355S16129,1985,SI,WA,FRANK,1984-12-22 16:00:00,TS,-17.4,122.0,45.0,986.0,23.0,,-1,45.0,986.0,67.26031961442833
1984355S16129,1985,SI,WA,FRANK,1984-12-22 18:00:00,TS,-17.3,121.9,50.0,984.0,25.0,,-1,50.0,984.0,81.75633060252571
1984355S16129,1985,SI,WA,FRANK,1984-12-22 19:00:00,TS,-17.3,121.9,50.0,984.0,26.0,,-1,50.0,984.0,81.75633060252571
1984355S16129,1985,SI,WA,FRANK,1984-12-22 20:00:00,TS,-17.3,121.8,50.0,983.0,27.0,,-1,50.0,983.0,86.94847645940149
1984355S16129,1985,SI,WA,FRANK,1984-12-22 21:00:00,TS,-17.3,121.8,50.0,982.0,28.0,,-1,50.0,982.0,86.94847645940149
1984355S16129,1985,SI,WA,FRANK,1984-12-22 22:00:00,TS,-17.4,121.7,50.0,982.0,28.0,,-1,50.0,982.0,84.55957341497688
1984355S16129,1985,SI,WA,FRANK,1984-12-22 23:00:00,TS,-17.4,121.6,50.0,981.0,29.0,,-1,50.0,981.0,92.05829458765321
1984355S16129,1985,SI,WA,FRANK,1984-12-23 00:00:00,TS,-17.3,121.6,50.0,980.0,30.0,,-1,50.0,980.0,99.92855348211751
1984355S16129,1985,SI,WA,FRANK,1984-12-23 03:00:00,TS,-17.4,121.4,,,33.0,,-1,50.0,979.0,108.61385982158329
1984355S16129,1985,SI,WA,FRANK,1984-12-23 06:00:00,TS,-17.5,121.2,50.0,978.0,35.0,,0,50.0,978.0,121.44638003535151
1984355S16129,1985,SI,WA,FRANK,1984-12-23 09:00:00,TS,-17.6,121.0,55.0,976.0,38.0,,0,55.0,976.0,137.26234699412882
1984355S16129,1985,SI,WA,FRANK,1984-12-23 12:00:00,TS,-17.7,120.6,60.0,968.0,40.0,,0,60.0,968.0,162.33755502860438
1984355S16129,1985,SI,WA,FRANK,1984-12-23 15:00:00,TS,-17.7,120.5,,,43.0,,0,60.0,972.0,167.40434575107275
1984355S16129,1985,SI,WA,FRANK,1984-12-23 16:00:00,TS,-17.7,120.5,60.0,973.0,43.0,,0,60.0,973.0,167.40434575107275
1984355S16129,1985,SI,WA,FRANK,1984-12-23 18:00:00,TS,-17.7,120.2,65.0,966.0,45.0,,0,65.0,966.0,185.3995405779668
1984355S16129,1985,SI,WA,FRANK,1984-12-23 21:00:00,TS,-17.6,119.9,70.0,962.0,48.0,,0,70.0,962.0,214.6564995891299
1984355S16129,1985,SI,WA,FRANK,1984-12-24 00:00:00,TS,-17.6,119.6,70.0,958.0,50.0,,0,70.0,958.0,237.57474270127705
1984355S16129,1985,SI,WA,FRANK,1984-12-24 03:00:00,TS,-17.5,119.3,75.0,956.0,53.0,,0,75.0,956.0,269.1151708303904
1984355S16129,1985,SI,WA,FRANK,1984-12-24 06:00:00,TS,-17.5,119.0,80.0,954.0,55.0,,0,80.0,954.0,294.63081416225344
1984355S16129,1985,SI,WA,FRANK,1984-12-24 09:00:00,TS,-17.5,118.7,85.0,950.0,58.0,,0,85.0,950.0,312.6015432573272
1984355S16129,1985,SI,WA,FRANK,1984-12-24 12:00:00,TS,-17.5,118.4,85.0,952.0,60.0,,0,85.0,952.0,313.2379395030839
1984355S16129,1985,SI,WA,FRANK,1984-12-24 15:00:00,TS,-17.5,118.2,,,63.0,,0,85.0,952.0,315.42014207570656
1984355S16129,1985,SI,WA,FRANK,1984-12-24 18:00:00,TS,-17.4,118.0,85.0,952.0,65.0,,1,85.0,952.0,329.88115810705807
1984355S16129,1985,SI,WA,FRANK,1984-12-24 21:00:00,TS,-17.4,117.8,,,68.0,,1,83.0,953.0,334.6122943580601
1984355S16129,1985,SI,WA,FRANK,1984-12-25 00:00:00,TS,-17.4,117.7,80.0,954.0,70.0,,1,80.0,954.0,337.44537671823304
1984355S16129,1985,SI,WA,FRANK,1984-12-25 03:00:00,TS,-17.5,117.5,,,73.0,,1,80.0,955.0,333.5584902872824
1984355S16129,1985,SI,WA,FRANK,1984-12-25 06:00:00,TS,-17.6,117.3,80.0,956.0,75.0,,1,80.0,956.0,331.33031239413043
1984355S16129,1985,SI,WA,FRANK,1984-12-25 09:00:00,TS,-17.8,117.2,,,75.0,,1,80.0,957.0,315.9956099394621
1984355S16129,1985,SI,WA,FRANK,1984-12-25 12:00:00,TS,-17.9,117.1,80.0,958.0,75.0,,1,80.0,958.0,311.41615526814115
1984355S16129,1985,SI,WA,FRANK,1984-12-25 15:00:00,TS,-18.0,117.1,,,75.0,,1,80.0,959.0,301.87616916947536
1984355S16129,1985,SI,WA,FRANK,1984-12-25 18:00:00,TS,-18.1,117.2,80.0,960.0,75.0,,1,80.0,960.0,286.8911329977491
1984355S16129,1985,SI,WA,FRANK,1984-12-25 21:00:00,TS,-18.3,117.3,,,75.0,,1,80.0,961.0,262.39255238479586
1984355S16129,1985,SI,WA,FRANK,1984-12-26 00:00:00,TS,-18.4,117.4,80.0,962.0,75.0,,1,80.0,962.0,247.42375800223567
1984355S16129,1985,SI,WA,FRANK,1984-12-26 03:00:00,TS,-18.6,117.4,75.0,964.0,73.0,,1,75.0,964.0,228.57674870119808
1984355S16129,1985,SI,WA,FRANK,1984-12-26 06:00:00,TS,-18.9,117.5,70.0,966.0,70.0,,1,70.0,966.0,195.19112786096935
1984355S16129,1985,SI,WA,FRANK,1984-12-26 09:00:00,TS,-19.1,117.5,65.0,970.0,68.0,,1,65.0,970.0,177.7753119072319
1984355S16129,1985,SI,WA,FRANK,1984-12-26 12:00:00,TS,-19.3,117.7,60.0,976.0,65.0,,1,60.0,976.0,147.22777882420132
1984355S16129,1985,SI,WA,FRANK,1984-12-26 15:00:00,TS,-19.5,117.8,,,63.0,,0,56.0,981.0,123.62843721312686
1984355S16129,1985,SI,WA,FRANK,1984-12-26 16:00:00,TS,-19.5,117.8,55.0,982.0,62.0,,0,55.0,982.0,123.62843721312686
1984355S16129,1985,SI,WA,FRANK,1984-12-26 18:00:00,TS,-19.7,117.9,50.0,984.0,60.0,,0,50.0,984.0,100.51916426929428
1984355S16129,1985,SI,WA,FRANK,1984-12-26 21:00:00,TS,-19.9,118.1,50.0,986.0,55.0,,0,50.0,986.0,70.10278557371387
1984355S16129,1985,SI,WA,FRANK,1984-12-27 00:00:00,TS,-20.2,118.3,50.0,988.0,50.0,,0,50.0,988.0,34.57469690625115
1984355S16129,1985,SI,WA,FRANK,1984-12-27 03:00:00,TS,-20.5,118.5,45.0,990.0,45.0,,0,45.0,990.0,24.036949697711517
