series,radius_km,slope_kt_decade,ols_p,mk_p,mk_p_tfpw,n_storms,mean_count_per_season,count_slope_decade,count_mk_p
lifetime_peak_bom,500,-3.5718808630393992,0.10651092039391685,0.2630403676063334,0.2630403676063334,,,,
near_wa_peak_bom,500,-5.1906760922004835,0.038685445761692694,0.086667508623238,0.086667508623238,,,,
radius_check,300,-3.7063901545608857,0.10629154829510667,0.1515206485208263,0.1515206485208263,164.0,4.1,-0.21763602251407133,0.35724208902717947
radius_check,500,-3.5718808630393992,0.10651092039391685,0.2630403676063334,0.2630403676063334,194.0,4.85,-0.27579737335834903,0.5051560196410184
radius_check,700,-3.5707808451710887,0.09554056176971353,0.1916901753142492,0.1916901753142492,215.0,5.375,-0.2692307692307693,0.6443756234819997
