sid,season,name,n_obs,min_dist_wa_km,peak_bom_wind_kt,min_bom_pres_hpa,peak_usa_wind_kt,min_usa_pres_hpa,peak_usa_sshs,peak_wmo_wind_kt,min_wmo_pres_hpa,date_peak,lat_peak,lon_peak,wa_affecting,decade
2020005S13121,2020,Blake,45,31.0093438397089,45.0,986.0,55.0,989.0,0,45.0,986.0,2020-01-06 00:00:00,-16.0,122.0,True,2015-24
2020005S08133,2020,Claudia,117,64.37131554024617,80.0,963.0,85.0,971.0,2,80.0,963.0,2020-01-13 06:00:00,-16.9,115.5,True,2015-24
2020034S17129,2020,Damien,67,16.22212026273169,85.0,955.0,95.0,956.0,2,85.0,955.0,2020-02-08 03:00:00,-20.0,116.5,True,2015-24
2020052S13140,2020,Esther,97,80.73957503213786,35.0,985.0,50.0,992.0,0,35.0,985.0,2020-02-23 18:00:00,-16.1,139.2,True,2015-24
2020069S11113,2020,Unnamed,41,45.47402048349745,45.0,995.0,45.0,996.0,0,45.0,995.0,2020-03-12 12:00:00,-20.9,114.9,True,2015-24
2020339S09106,2021,Unnamed,63,43.89903817977391,45.0,990.0,45.0,992.0,0,45.0,990.0,2020-12-11 00:00:00,-19.5,117.2,True,2015-24
2021018S11133,2021,Unnamed,43,109.62438861437397,35.0,992.0,45.0,995.0,0,35.0,992.0,2021-01-21 00:00:00,-15.1,120.5,True,2015-24
2021028S15128,2021,Unnamed,89,32.64180256661437,35.0,990.0,35.0,991.0,0,35.0,990.0,2021-02-05 12:00:00,-24.9,112.6,True,2015-24
2021053S13128,2021,Marian,119,91.55092575821287,90.0,951.0,100.0,952.0,3,90.0,951.0,2021-02-28 12:00:00,-17.5,91.4,True,2015-24
2021093S10103,2021,Odette,61,150.88880526736085,50.0,986.0,55.0,987.0,0,50.0,986.0,2021-04-09 00:00:00,-14.4,107.9,True,2015-24
2021093S11122,2021,Seroja,77,56.143751503208165,65.0,967.0,75.0,968.0,1,65.0,967.0,2021-04-11 06:00:00,-26.2,112.0,True,2015-24
2021358S09130,2022,Seth,119,408.5353768435299,55.0,982.0,50.0,989.0,0,55.0,982.0,2021-12-31 12:00:00,-20.7,155.3,True,2015-24
2022008S13148,2022,Tiffany,75,148.11396960710047,55.0,988.0,60.0,989.0,0,55.0,988.0,2022-01-09 21:00:00,-14.1,144.5,True,2015-24
2022055S13129,2022,Anika,67,30.61462223526315,50.0,978.0,55.0,984.0,0,50.0,978.0,2022-02-26 06:00:00,-13.3,127.4,True,2015-24
2022076S10126,2022,Charlotte,79,411.99687720229497,90.0,956.0,90.0,967.0,2,90.0,956.0,2022-03-21 21:00:00,-16.5,109.6,True,2015-24
2022089S16109,2022,Unnamed,33,73.63401055901772,25.0,1004.0,,,-5,25.0,1004.0,2022-03-30 12:00:00,-17.3,109.6,True,2015-24
2022355S10128,2023,Ellie,146,84.65206420952963,40.0,988.0,45.0,987.0,0,40.0,988.0,2022-12-22 09:00:00,-12.8,129.5,True,2015-24
2023054S19117,2023,Unnamed,127,31.00010833967202,40.0,994.0,,,-5,40.0,994.0,2023-02-27 06:00:00,-13.9,126.4,True,2015-24
2023096S07135,2023,Ilsa,80,103.513061834122,125.0,915.0,140.0,920.0,5,125.0,915.0,2023-04-13 12:00:00,-19.5,119.1,True,2015-24
2024044S15134,2024,Lincoln,100,27.63335523391804,45.0,990.0,45.0,991.0,0,45.0,990.0,2024-02-16 03:00:00,-15.7,137.4,True,2015-24
2024073S14128,2024,Megan,72,129.6376459084227,90.0,950.0,90.0,960.0,2,90.0,950.0,2024-03-17 12:00:00,-15.0,137.3,True,2015-24
2024067S10090,2024,Neville,149,379.82954871533155,100.0,948.0,115.0,947.0,4,100.0,948.0,2024-03-22 00:00:00,-17.8,102.7,True,2015-24
2024096S11120,2024,Olga,59,28.882089005099314,110.0,933.0,115.0,944.0,4,110.0,933.0,2024-04-07 12:00:00,-15.4,119.2,True,2015-24
