#,"Australian Bureau of Meteorology"
#,"Hydrologic Reference Stations"
#
#,"Dataset version: August, 2024"
#
#,"Daily streamflow (ML/day) and quality code"
#,"Quality code values are defined as:"
#,"  Best available data: A"
#,"  Good data: B"
#,"  Poor data: C"
#,"  Unreliable data: E"
#,"  Gap filled data: G"
#,"For detailed quality code mapping, see the report 'Streamflow quality codes for Hydrologic Reference Stations' at http://www.bom.gov.au/water/hrs/qc_doc.shtml"
#
#,"Murray River - Baden Powell (614006)"
#,"Catchment area:", 6772.9,"km^2"
#,"Location:", 116.0843,"degrees E", 32.7722,"degrees S"
#,"Source used:",WISKI (validated data only)
#,"Extraction method:",daily discharge total (cubic metres), reported at 9am local time for the previous 24 hours.
#,"Data gaps were in filled by using daily rainfall-runoff model"
#,"Data extraction date:",14/06/2024
#
#,"For more information see http://www.bom.gov.au/water/hrs"
#
#,"For copyright and licence information see http://www.bom.gov.au/water/hrs/copyright.shtml"
#
Date,Flow (ML),Bureau QCode
1963-07-07,11119.161599982377,A
1963-07-08,12699.158400031962,A
1963-07-09,11824.703999998646,A
1963-07-10,8404.041599966255,A
1963-07-11,5725.295999999462,A
1963-07-12,5251.305599997021,A
1963-07-13,6125.587199998378,A
1963-07-14,7010.236800014104,A
1963-07-15,9112.003200010031,A
1963-07-16,11711.08799998146,A
1963-07-17,13894.502399974544,A
1963-07-18,12688.531199976429,A
1963-07-19,12863.923199972827,A
1963-07-20,15975.100799983751,A
1963-07-21,16892.495999980452,A
1963-07-22,12808.713600029578,A
1963-07-23,8644.579199982598,A
1963-07-24,6097.7664000003515,A
1963-07-25,4646.591999996698,A
1963-07-26,4028.313600000324,A
1963-07-27,3865.190399997336,A
1963-07-28,4006.972800001964,A
1963-07-29,4351.017600001336,A
1963-07-30,4078.252799998297,A
1963-07-31,3174.5088000000806,A
1963-08-01,2758.5792000008846,A
1963-08-02,2405.9807999976183,A
1963-08-03,2130.364800002312,A
1963-08-04,2082.499200001794,A
1963-08-05,2078.1792000020164,A
1963-08-06,2124.4895999993637,A
1963-08-07,2140.3007999977376,A
1963-08-08,2152.9152000008817,A
1963-08-09,2036.1024000020136,A
1963-08-10,1736.9856000016855,A
1963-08-11,1553.8176000029794,A
1963-08-12,1575.5039999975293,A
1963-08-13,1801.3535999997293,A
1963-08-14,2155.1616000032045,A
1963-08-15,2519.510399998823,A
1963-08-16,2824.5887999977604,A
1963-08-17,2815.257599999053,A
1963-08-18,2726.870400001703,A
1963-08-19,3013.200000000792,A
1963-08-20,3875.039999997101,A
1963-08-21,5992.358399997645,A
1963-08-22,8915.011200014746,A
1963-08-23,14341.017599981918,A
1963-08-24,25560.575999988392,A
1963-08-25,31172.947200030776,A
1963-08-26,26775.44639999336,A
1963-08-27,18933.09119998711,A
1963-08-28,12611.116799976618,A
1963-08-29,9216.288000008188,A
1963-08-30,7870.3487999956005,A
1963-08-31,6151.939200002442,A
1963-09-01,4657.305600000482,A
1963-09-02,4144.262400001946,A
1963-09-03,4169.491200001461,A
1963-09-04,4510.771199997454,A
1963-09-05,4341.4272000021,A
1963-09-06,3725.654400001804,A
1963-09-07,3323.89440000215,A
1963-09-08,3057.955200001741,A
1963-09-09,2804.544000002042,A
1963-09-10,2612.995199997536,A
1963-09-11,2271.1103999980533,A
1963-09-12,2222.640000000817,A
1963-09-13,2207.8655999977846,A
1963-09-14,2195.3375999970744,A
1963-09-15,2192.7455999985623,A
1963-09-16,2170.71360000105,A
1963-09-17,2065.3055999983444,A
1963-09-18,2106.518400001101,A
1963-09-19,2503.8719999985433,A
1963-09-20,3527.4527999995366,A
1963-09-21,5707.238399998766,A
1963-09-22,7729.171200001238,A
1963-09-23,4797.705600000034,A
1963-09-24,3377.4624000007493,A
1963-09-25,2617.8335999983715,A
1963-09-26,2038.7808000029597,A
1963-09-27,1777.1616000023282,A
1963-09-28,1549.756799996957,A
1963-09-29,1369.4399999972914,A
